[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3223 0x0007af02 0x1007e702 5   6    .vmp0   ascii   4){,3
3224 0x0007b10b 0x1007e90b 5   6    .vmp0   ascii   \gB?3
3225 0x0007b254 0x1007ea54 4   5    .vmp0   ascii   SMB@
3226 0x0007b382 0x1007eb82 4   5    .vmp0   ascii   BC\af
3227 0x0007b393 0x1007eb93 4   5    .vmp0   ascii   1-\bs
3228 0x0007b3b0 0x1007ebb0 4   5    .vmp0   ascii   uK\bC
3229 0x0007b40a 0x1007ec0a 4   5    .vmp0   ascii   /{0w
3230 0x0007b442 0x1007ec42 4   5    .vmp0   ascii   SMB@
3231 0x0007b4a8 0x1007eca8 4   5    .vmp0   ascii   SMB@
3232 0x0007b4d5 0x1007ecd5 4   5    .vmp0   ascii   SMB@
3233 0x0007b5d8 0x1007edd8 4   5    .vmp0   ascii   1-\bs
3234 0x0007b71e 0x1007ef1e 4   6    .vmp0   utf8    2؋L% blocks=Basic Latin,Arabic
3235 0x0007b7f4 0x1007eff4 5   8    .vmp0   utf8    L%\b;䍭 blocks=Basic Latin,CJK Unified Ideographs Extension A
3236 0x0007b860 0x1007f060 4   5    .vmp0   ascii   f\rB0
3237 0x0007b95e 0x1007f15e 4   5    .vmp0   ascii   >Cy.
3238 0x0007b978 0x1007f178 5   6    .vmp0   ascii   -\vf\t3
3239 0x0007b9d7 0x1007f1d7 4   6    .vmp0   utf8    ;ϊL% blocks=Basic Latin,Greek and Coptic
3240 0x0007bb4f 0x1007f34f 4   5    .vmp0   ascii   L%\bf
3241 0x0007bc44 0x1007f444 4   6    .vmp0   utf8    ƐcT! blocks=Latin Extended-B,Basic Latin
3242 0x0007bec4 0x1007f6c4 4   5    .vmp0   ascii   N]*3
3243 0x0007c010 0x1007f810 5   7    .vmp0   utf8    @ef;ā blocks=Basic Latin,Latin Extended-A
3244 0x0007c11b 0x1007f91b 4   5    .vmp0   ascii   1-\bs
3245 0x0007c15f 0x1007f95f 4   5    .vmp0   ascii   >BI:
3246 0x0007c1a8 0x1007f9a8 6   8    .vmp0   utf8    Ƹ\n]qf3 blocks=Latin Extended-B,Basic Latin
3247 0x0007c289 0x1007fa89 4   5    .vmp0   ascii   k-F\t
3248 0x0007c7f6 0x1007fff6 4   6    .vmp0   utf8    *ǏD% blocks=Basic Latin,Latin Extended-B
3249 0x0007c8b0 0x100800b0 4   5    .vmp0   ascii   \fc#3
3250 0x0007c955 0x10080155 5   6    .vmp0   ascii   y/Syf
3251 0x0007ca10 0x10080210 4   5    .vmp0   ascii   aQ]X
3252 0x0007ca95 0x10080295 4   5    .vmp0   ascii   .-\bs
3253 0x0007cc32 0x10080432 4   5    .vmp0   ascii   hd:I
3254 0x0007cc7f 0x1008047f 4   7    .vmp0   utf8    Jf+F
3255 0x0007cd95 0x10080595 4   5    .vmp0   ascii   =)M@
3256 0x0007cdf1 0x100805f1 4   5    .vmp0   ascii   SMB@
3257 0x0007ce9d 0x1008069d 5   6    .vmp0   ascii   <)Zo3
3258 0x0007cea6 0x100806a6 4   5    .vmp0   ascii   BC\a;
3259 0x0007ceb0 0x100806b0 5   6    .vmp0   ascii   .k=P:
3260 0x0007cebb 0x100806bb 4   5    .vmp0   ascii   1-\bs
3261 0x0007d064 0x10080864 4   6    .vmp0   utf8    3ة[z blocks=Basic Latin,Arabic
3262 0x0007d1cc 0x100809cc 4   5    .vmp0   ascii   I9pW
3263 0x0007d3d4 0x10080bd4 4   6    .vmp0   utf8    Ǫ@\r0 blocks=Latin Extended-B,Basic Latin
3264 0x0007d40d 0x10080c0d 4   6    .vmp0   utf8    ʊL%\b blocks=IPA Extensions,Basic Latin
3265 0x0007d436 0x10080c36 5   7    .vmp0   utf8    ĚAt,6 blocks=Latin Extended-A,Basic Latin
3266 0x0007d493 0x10080c93 4   5    .vmp0   ascii   L%\bf
3267 0x0007d63c 0x10080e3c 5   6    .vmp0   ascii   \vDPf;
3268 0x0007d68f 0x10080e8f 4   5    .vmp0   ascii   uRqf
3269 0x0007d725 0x10080f25 4   5    .vmp0   ascii   ,hm3
3270 0x0007d7c6 0x10080fc6 5   6    .vmp0   ascii   7xv`f
3271 0x0007d7d1 0x10080fd1 4   5    .vmp0   ascii   Ls5@
3272 0x0007d9dc 0x100811dc 5   6    .vmp0   ascii   uQ&g2
3273 0x0007da82 0x10081282 5   6    .vmp0   ascii   BC\af;
3274 0x0007db2a 0x1008132a 4   6    .vmp0   utf8    &c3؍ blocks=Basic Latin,Arabic
3275 0x0007db65 0x10081365 4   5    .vmp0   ascii   1-\bs
3276 0x0007db84 0x10081384 4   8    .vmp0   utf8    ԋÏD% blocks=Cyrillic Supplement,Latin-1 Supplement,Basic Latin
3277 0x0007dbb7 0x100813b7 5   7    .vmp0   utf8    ¿tB\na blocks=Latin-1 Supplement,Basic Latin
3278 0x0007dbc3 0x100813c3 4   5    .vmp0   ascii   z; X
3279 0x0007dc55 0x10081455 4   5    .vmp0   ascii   1-\bs
3280 0x0007ddc7 0x100815c7 4   5    .vmp0   ascii   b7Jf
3281 0x0007e011 0x10081811 5   7    .vmp0   utf8    TUD$3
3282 0x0007e076 0x10081876 4   5    .vmp0   ascii   gJ@C
3283 0x0007e07b 0x1008187b 4   6    .vmp0   utf8    Ͱ,af blocks=Greek and Coptic,Basic Latin
3284 0x0007e09a 0x1008189a 5   7    .vmp0   utf8    b2؋L% blocks=Basic Latin,Arabic
3285 0x0007e105 0x10081905 5   7    .vmp0   utf8    f\vԋT% blocks=Basic Latin,Cyrillic Supplement
3286 0x0007e19d 0x1008199d 4   6    .vmp0   utf8    WËl% blocks=Basic Latin,Latin-1 Supplement
3287 0x0007e29b 0x10081a9b 4   6    .vmp0   utf8    2؋L% blocks=Basic Latin,Arabic
3288 0x0007e2bb 0x10081abb 4   5    .vmp0   ascii   L%\b;
3289 0x0007e3a4 0x10081ba4 4   5    .vmp0   ascii   \aY_k
3290 0x0007e456 0x10081c56 4   6    .vmp0   utf8    K)]D
3291 0x0007e464 0x10081c64 4   5    .vmp0   ascii   M;k`
3292 0x0007e4f3 0x10081cf3 5   6    .vmp0   ascii   BC\af;
3293 0x0007e66f 0x10081e6f 4   5    .vmp0   ascii   SMB@
3294 0x0007e76b 0x10081f6b 4   6    .vmp0   utf8    \vƏD% blocks=Basic Latin,Latin Extended-B
3295 0x0007e8e9 0x100820e9 5   6    .vmp0   ascii   f--Lf
3296 0x0007e907 0x10082107 5   7    .vmp0   utf8    h"f3؍ blocks=Basic Latin,Arabic
3297 0x0007ea56 0x10082256 4   5    .vmp0   ascii   1-\bs
3298 0x0007ea6d 0x1008226d 4   6    .vmp0   utf8    WËD% blocks=Basic Latin,Latin-1 Supplement
3299 0x0007ebf9 0x100823f9 4   5    .vmp0   ascii   \vQ%e
3300 0x0007ec88 0x10082488 4   6    .vmp0   utf8    #ID%
3301 0x0007ed91 0x10082591 4   5    .vmp0   ascii   t\bnf
3302 0x0007ef04 0x10082704 4   5    .vmp0   ascii   1-\bs
3303 0x0007efb4 0x100827b4 4   5    .vmp0   ascii   BC\af
3304 0x0007efc6 0x100827c6 6   7    .vmp0   ascii   ]Y2-\bs
3305 0x0007f051 0x10082851 5   6    .vmp0   ascii   mGef;
3306 0x0007f125 0x10082925 4   5    .vmp0   ascii   =fBJ
3307 0x0007f261 0x10082a61 4   6    .vmp0   utf8    ǵ`GY blocks=Latin Extended-B,Basic Latin
3308 0x0007f273 0x10082a73 4   5    .vmp0   ascii   f\r_B
3309 0x0007f2c9 0x10082ac9 5   6    .vmp0   ascii   \elY[F
3310 0x0007f2d1 0x10082ad1 5   6    .vmp0   ascii   K\bVZf
3311 0x0007f513 0x10082d13 5   6    .vmp0   ascii   \bh+O3
3312 0x0007f6cd 0x10082ecd 4   5    .vmp0   ascii   SMB@
3313 0x0007f80e 0x1008300e 4   5    .vmp0   ascii   f-ik
3314 0x0007f849 0x10083049 4   5    .vmp0   ascii   1-\bs
3315 0x0007fabd 0x100832bd 4   5    .vmp0   ascii   \e\bi4
3316 0x0007fb51 0x10083351 4   5    .vmp0   ascii   1-\bs
3317 0x0007fcec 0x100834ec 5   6    .vmp0   ascii   [\r{N*
3318 0x0007fee2 0x100836e2 4   6    .vmp0   utf8    l=%r
3319 0x000800de 0x100838de 4   6    .vmp0   utf8    ъL%\b blocks=Cyrillic,Basic Latin
3320 0x00080169 0x10083969 5   6    .vmp0   ascii   0m\fu\n
3321 0x000801bc 0x100839bc 5   7    .vmp0   utf8    f;̉D% blocks=Basic Latin,Combining Diacritical Marks
3322 0x0008021f 0x10083a1f 4   5    .vmp0   ascii   1-\bs
3323 0x000803bf 0x10083bbf 4   5    .vmp0   ascii   \bo`f
3324 0x00080531 0x10083d31 4   6    .vmp0   utf8    FˋL% blocks=Basic Latin,Spacing Modifier Letters
3325 0x00080689 0x10083e89 4   5    .vmp0   ascii   CvnW
3326 0x00080939 0x10084139 4   6    .vmp0   utf8    zv?N
3327 0x00080962 0x10084162 4   5    .vmp0   ascii   L%\bf
3328 0x00080991 0x10084191 4   7    .vmp0   utf8    ,GP釔 blocks=Basic Latin,CJK Unified Ideographs
3329 0x000809ea 0x100841ea 4   5    .vmp0   ascii   SMB@
3330 0x000809f4 0x100841f4 5   6    .vmp0   ascii   H}[\b3
3331 0x00080a1f 0x1008421f 4   5    .vmp0   ascii   f--L
3332 0x00080a26 0x10084226 4   5    .vmp0   ascii   A?Qf
3333 0x00080a59 0x10084259 4   6    .vmp0   utf8    f\eǘf blocks=Basic Latin,Latin Extended-B
3334 0x00080b61 0x10084361 4   6    .vmp0   utf8    *ˊL% blocks=Basic Latin,Spacing Modifier Letters
3335 0x00080d9e 0x1008459e 4   5    .vmp0   ascii   F$K\n
3336 0x00080e60 0x10084660 5   6    .vmp0   ascii   BC\af;
3337 0x00080e73 0x10084673 4   5    .vmp0   ascii   1-\bs
3338 0x00080eb4 0x100846b4 4   5    .vmp0   ascii   1-\bs
3339 0x00080f3d 0x1008473d 4   5    .vmp0   ascii   1-\bs
3340 0x00080ffe 0x100847fe 4   6    .vmp0   utf8    WËL% blocks=Basic Latin,Latin-1 Supplement
3341 0x000810bb 0x100848bb 5   7    .vmp0   utf8    f+ŏD% blocks=Basic Latin,Latin Extended-A
3342 0x0008130a 0x10084b0a 4   5    .vmp0   ascii   )ko2
3343 0x00081655 0x10084e55 4   5    .vmp0   ascii   kxxp
3344 0x000816c9 0x10084ec9 6   8    .vmp0   utf8    hGϯ\vii blocks=Basic Latin,Greek and Coptic
3345 0x000816d1 0x10084ed1 4   5    .vmp0   ascii   h\viX
3346 0x0008170c 0x10084f0c 4   5    .vmp0   ascii   e\fiL
3347 0x0008171f 0x10084f1f 6   7    .vmp0   ascii   \b\ri0U\r
3348 0x00081784 0x10084f84 4   6    .vmp0   utf8    \niƨ\t blocks=Basic Latin,Latin Extended-B
3349 0x000817ae 0x10084fae 4   5    .vmp0   ascii   h\n+\n
3350 0x000817b6 0x10084fb6 4   5    .vmp0   ascii   h?m\t
3351 0x000817d6 0x10084fd6 5   7    .vmp0   utf8    hѴ\vi[ blocks=Basic Latin,Cyrillic
3352 0x00081862 0x10085062 4   5    .vmp0   ascii   x\biF
3353 0x00081883 0x10085083 9   10   .vmp0   ascii   S\ni"$;'sM
3354 0x00081a91 0x10085291 4   6    .vmp0   utf8    ¤4f; blocks=Latin-1 Supplement,Basic Latin
3355 0x00081b92 0x10085392 4   6    .vmp0   utf8    WËt% blocks=Basic Latin,Latin-1 Supplement
3356 0x00081be4 0x100853e4 4   7    .vmp0   utf8    SMB鑏 blocks=Basic Latin,CJK Unified Ideographs
3357 0x00081bf1 0x100853f1 4   7    .vmp0   utf8    :ƀѣf blocks=Basic Latin,Latin Extended-B,Cyrillic
3358 0x00081d40 0x10085540 4   5    .vmp0   ascii   f\r\e.
3359 0x00081d75 0x10085575 4   5    .vmp0   ascii   hm\r3
3360 0x00081fa4 0x100857a4 4   6    .vmp0   utf8    *ŏD% blocks=Basic Latin,Latin Extended-A
3361 0x00082016 0x10085816 4   5    .vmp0   ascii   \b- >
3362 0x00082357 0x10085b57 5   7    .vmp0   utf8    ,\nʊL% blocks=Basic Latin,IPA Extensions
3363 0x00082388 0x10085b88 4   5    .vmp0   ascii   pp.(
3364 0x00082390 0x10085b90 5   6    .vmp0   ascii   :'Wk3
3365 0x000825dc 0x10085ddc 4   6    .vmp0   utf8    Ǡqk7 blocks=Latin Extended-B,Basic Latin
3366 0x000826fd 0x10085efd 4   5    .vmp0   ascii   g7]f
3367 0x00082867 0x10086067 4   5    .vmp0   ascii   1-\bs
3368 0x000828a5 0x100860a5 7   9    .vmp0   utf8    f;ĊL%\bf blocks=Basic Latin,Latin Extended-A
3369 0x00082940 0x10086140 4   5    .vmp0   ascii   0\tf;
3370 0x0008294d 0x1008614d 4   6    .vmp0   utf8    xf3ŋ blocks=Basic Latin,Latin Extended-A
3371 0x0008297c 0x1008617c 4   5    .vmp0   ascii   SMB@
3372 0x000829e6 0x100861e6 4   5    .vmp0   ascii   f=.+
3373 0x00082ae9 0x100862e9 5   6    .vmp0   ascii   wcWR3
3374 0x00082b2f 0x1008632f 4   5    .vmp0   ascii   Xjf;
3375 0x00082cb0 0x100864b0 5   6    .vmp0   ascii   )\K33
3376 0x00082cfb 0x100864fb 4   6    .vmp0   utf8    ğ-IO blocks=Latin Extended-A,Basic Latin
3377 0x00082e6b 0x1008666b 4   6    .vmp0   utf8    WËL% blocks=Basic Latin,Latin-1 Supplement
3378 0x00082e7b 0x1008667b 4   5    .vmp0   ascii   \tM\a\b
3379 0x000831ee 0x100869ee 4   5    .vmp0   ascii   $\niL
3380 0x0008322f 0x10086a2f 4   5    .vmp0   ascii   S\as\n
3381 0x00083240 0x10086a40 7   8    .vmp0   ascii   h{)\r\vir
3382 0x0008324f 0x10086a4f 4   5    .vmp0   ascii   x\tic
3383 0x00083640 0x10086e40 4   6    .vmp0   utf8    WËD% blocks=Basic Latin,Latin-1 Supplement
3384 0x0008372d 0x10086f2d 4   5    .vmp0   ascii   BC\af
3385 0x00083740 0x10086f40 4   5    .vmp0   ascii   1-\bs
3386 0x00083766 0x10086f66 4   6    .vmp0   utf8    ɊL%\b blocks=Latin Extended-B,Basic Latin
3387 0x000837b8 0x10086fb8 4   5    .vmp0   ascii   n\nI3
3388 0x00083828 0x10087028 4   6    .vmp0   utf8    2ďD% blocks=Basic Latin,Latin Extended-A
3389 0x000838eb 0x100870eb 5   7    .vmp0   utf8    Į0`=3 blocks=Latin Extended-A,Basic Latin
3390 0x00083944 0x10087144 4   5    .vmp0   ascii   4Yf3
3391 0x00083997 0x10087197 5   7    .vmp0   utf8    ţ>}K3 blocks=Latin Extended-A,Basic Latin
3392 0x000839b0 0x100871b0 4   5    .vmp0   ascii   }\tQo
3393 0x00083bec 0x100873ec 6   8    .vmp0   utf8    Ľ R0f# blocks=Latin Extended-A,Basic Latin
3394 0x00083cf8 0x100874f8 4   5    .vmp0   ascii   f=6t
3395 0x00083db7 0x100875b7 4   5    .vmp0   ascii   Gt5|
3396 0x00083df4 0x100875f4 4   5    .vmp0   ascii   f=xB
3397 0x0008418d 0x1008798d 6   7    .vmp0   ascii   }aT9f;
3398 0x000841ed 0x100879ed 4   5    .vmp0   ascii   o#78
3399 0x00084204 0x10087a04 4   6    .vmp0   utf8    ƽ*f; blocks=Latin Extended-B,Basic Latin
3400 0x0008424b 0x10087a4b 5   7    .vmp0   utf8    f;щD% blocks=Basic Latin,Cyrillic
3401 0x000843df 0x10087bdf 4   5    .vmp0   ascii   BC\af
3402 0x00084467 0x10087c67 4   5    .vmp0   ascii   ci\v6
3403 0x00084573 0x10087d73 4   6    .vmp0   utf8    2ة\tg blocks=Basic Latin,Arabic
3404 0x0008462f 0x10087e2f 4   5    .vmp0   ascii   Hgf;
3405 0x000847a7 0x10087fa7 4   5    .vmp0   ascii   1-\bs
3406 0x000847c9 0x10087fc9 4   5    .vmp0   ascii   \f{Ff
3407 0x00084848 0x10088048 4   5    .vmp0   ascii   Xjf;
3408 0x0008496e 0x1008816e 4   5    .vmp0   ascii   ,l4n
3409 0x000849c3 0x100881c3 4   5    .vmp0   ascii   R7aL
3410 0x00084a3a 0x1008823a 4   7    .vmp0   utf8    ľf;ׁ blocks=Latin Extended-A,Basic Latin,Hebrew
3411 0x00084a61 0x10088261 4   6    .vmp0   utf8    ;ɉD% blocks=Basic Latin,Latin Extended-B
3412 0x00084c3b 0x1008843b 4   6    .vmp0   utf8    ăO)f blocks=Latin Extended-A,Basic Latin
3413 0x00084ced 0x100884ed 4   5    .vmp0   ascii   I-\bs
3414 0x00084f69 0x10088769 4   5    .vmp0   ascii   BC\a;
3415 0x00084f74 0x10088774 4   5    .vmp0   ascii   1-\bs
3416 0x0008518d 0x1008898d 4   5    .vmp0   ascii   k]Xf
3417 0x000851a5 0x100889a5 4   5    .vmp0   ascii   '\neJ
3418 0x000851ce 0x100889ce 4   5    .vmp0   ascii   1-\bs
3419 0x00085201 0x10088a01 4   5    .vmp0   ascii   f5*t
3420 0x00085262 0x10088a62 4   5    .vmp0   ascii   =(iQ
3421 0x0008526e 0x10088a6e 4   6    .vmp0   utf8    65ʊG blocks=Basic Latin,IPA Extensions
3422 0x0008527e 0x10088a7e 5   6    .vmp0   ascii   NB+$X
3423 0x000852cd 0x10088acd 4   5    .vmp0   ascii   MQ(F
3424 0x000853c9 0x10088bc9 4   6    .vmp0   utf8    WËL% blocks=Basic Latin,Latin-1 Supplement
3425 0x000853dd 0x10088bdd 4   5    .vmp0   ascii   ^Nrf
3426 0x00085495 0x10088c95 4   6    .vmp0   utf8    3ƏD% blocks=Basic Latin,Latin Extended-B
3427 0x000854b5 0x10088cb5 4   5    .vmp0   ascii   f5ID
3428 0x00085602 0x10088e02 4   5    .vmp0   ascii   i#f;
3429 0x00085735 0x10088f35 4   5    .vmp0   ascii   f\rSf
3430 0x00085757 0x10088f57 5   6    .vmp0   ascii   BC\af;
3431 0x0008584c 0x1008904c 4   5    .vmp0   ascii    \fIK
3432 0x00085cd9 0x100894d9 4   5    .vmp0   ascii   QBjf
3433 0x00085dba 0x100895ba 5   6    .vmp0   ascii   f=MQ3
3434 0x00085e11 0x10089611 4   6    .vmp0   utf8    'f+Ȁ blocks=Basic Latin,Latin Extended-B
3435 0x00085f59 0x10089759 4   5    .vmp0   ascii   SMB@
3436 0x00085fbc 0x100897bc 5   6    .vmp0   ascii   D}-\bs
3437 0x000860b1 0x100898b1 4   6    .vmp0   utf8    ƛYUJ blocks=Latin Extended-B,Basic Latin
3438 0x00086109 0x10089909 4   6    .vmp0   utf8    \vǏD% blocks=Basic Latin,Latin Extended-B
3439 0x00086136 0x10089936 5   6    .vmp0   ascii   <^-\bs
3440 0x0008629a 0x10089a9a 4   5    .vmp0   ascii   BC\af
3441 0x000862ff 0x10089aff 4   5    .vmp0   ascii   K\f=v
3442 0x000863b9 0x10089bb9 4   6    .vmp0   utf8    ;ʉD% blocks=Basic Latin,IPA Extensions
3443 0x0008650c 0x10089d0c 4   6    .vmp0   utf8    JL%\b
3444 0x0008656f 0x10089d6f 5   6    .vmp0   ascii   b\v\nIf
3445 0x00086607 0x10089e07 4   5    .vmp0   ascii   f--L
3446 0x00086671 0x10089e71 5   9    .vmp0   utf8    ǚzf;㍶ blocks=Latin Extended-B,Basic Latin,CJK Compatibility
3447 0x0008676b 0x10089f6b 5   8    .vmp0   utf8    Ȝ\vƏD% blocks=Latin Extended-B,Basic Latin
3448 0x000867ec 0x10089fec 6   7    .vmp0   ascii   \e98\fn[
3449 0x0008680c 0x1008a00c 6   8    .vmp0   utf8    VbC'j߅ blocks=Basic Latin,NKo
3450 0x0008685e 0x1008a05e 5   6    .vmp0   ascii   Pd7"o
3451 0x0008686d 0x1008a06d 6   8    .vmp0   utf8    ,fiËL% blocks=Basic Latin,Latin-1 Supplement
3452 0x000868b3 0x1008a0b3 4   7    .vmp0   utf8    نɊL% blocks=Arabic,Latin Extended-B,Basic Latin
3453 0x000868fd 0x1008a0fd 4   5    .vmp0   ascii   1-\bs
3454 0x00086b7f 0x1008a37f 4   7    .vmp0   utf8    SMB鿂 blocks=Basic Latin,CJK Unified Ideographs
3455 0x00086c67 0x1008a467 6   7    .vmp0   ascii   S_XTf3
3456 0x00086cce 0x1008a4ce 4   5    .vmp0   ascii   SMB@
3457 0x00086d1a 0x1008a51a 5   6    .vmp0   ascii   te\tiV
3458 0x00086d54 0x1008a554 4   5    .vmp0   ascii   Zg%Z
3459 0x00086d7a 0x1008a57a 5   6    .vmp0   ascii   S)W\ti
3460 0x00086daa 0x1008a5aa 4   5    .vmp0   ascii   h2f\b
3461 0x00086ecc 0x1008a6cc 4   5    .vmp0   ascii   olWU
3462 0x0008734e 0x1008ab4e 4   6    .vmp0   utf8    WËL% blocks=Basic Latin,Latin-1 Supplement
3463 0x000874b2 0x1008acb2 4   5    .vmp0   ascii   \r*FL
3464 0x0008752c 0x1008ad2c 7   8    .vmp0   ascii   =X5;sf;
3465 0x0008755f 0x1008ad5f 4   6    .vmp0   utf8    #ID%
3466 0x0008757f 0x1008ad7f 5   6    .vmp0   ascii   f=$)3
3467 0x00087795 0x1008af95 4   5    .vmp0   ascii   Xj<z
3468 0x000877b4 0x1008afb4 4   6    .vmp0   utf8    +ÏD% blocks=Basic Latin,Latin-1 Supplement
3469 0x000878c4 0x1008b0c4 4   5    .vmp0   ascii   1-\bs
3470 0x0008791a 0x1008b11a 4   5    .vmp0   ascii   f\r;G
3471 0x00087935 0x1008b135 4   5    .vmp0   ascii   hL1)
3472 0x0008794d 0x1008b14d 4   5    .vmp0   ascii   \vGHf
3473 0x000879e8 0x1008b1e8 4   6    .vmp0   utf8    2؋L% blocks=Basic Latin,Arabic
3474 0x00087bc3 0x1008b3c3 4   6    .vmp0   utf8    WËL% blocks=Basic Latin,Latin-1 Supplement
3475 0x00087c4d 0x1008b44d 5   7    .vmp0   utf8    _3ďD% blocks=Basic Latin,Latin Extended-A
3476 0x00087cbf 0x1008b4bf 4   6    .vmp0   utf8    WÉD% blocks=Basic Latin,Latin-1 Supplement
3477 0x00087cf1 0x1008b4f1 4   6    .vmp0   utf8    ucE\e
3478 0x00087cfe 0x1008b4fe 5   6    .vmp0   ascii   M5\n2,
3479 0x00087f8d 0x1008b78d 5   6    .vmp0   ascii   4ATf#
3480 0x00087fa6 0x1008b7a6 4   6    .vmp0   utf8    WËL% blocks=Basic Latin,Latin-1 Supplement
3481 0x00088059 0x1008b859 4   5    .vmp0   ascii   1-\bs
3482 0x0008818b 0x1008b98b 4   5    .vmp0   ascii   0$v0
3483 0x0008819e 0x1008b99e 4   5    .vmp0   ascii   A(/d
3484 0x000881c3 0x1008b9c3 4   5    .vmp0   ascii   ^7;T
3485 0x000882f2 0x1008baf2 4   5    .vmp0   ascii   $dw]
3486 0x00088362 0x1008bb62 4   5    .vmp0   ascii   ##\vX
3487 0x00088592 0x1008bd92 4   6    .vmp0   utf8    Ĭ;ob blocks=Latin Extended-A,Basic Latin
3488 0x00088806 0x1008c006 4   6    .vmp0   utf8    ǧW%P blocks=Latin Extended-B,Basic Latin
3489 0x00088c71 0x1008c471 4   5    .vmp0   ascii   3l`+
3490 0x00088ceb 0x1008c4eb 6   7    .vmp0   ascii   hV5y\bi
3491 0x00088d31 0x1008c531 4   5    .vmp0   ascii   itF\f
3492 0x00088d66 0x1008c566 5   6    .vmp0   ascii   G\b\ri#
3493 0x00088de1 0x1008c5e1 8   9    .vmp0   ascii   hww/\vi4/
3494 0x00088edb 0x1008c6db 4   5    .vmp0   ascii   S\f5R
3495 0x00088f97 0x1008c797 4   5    .vmp0   ascii   -v{f
3496 0x00088ff6 0x1008c7f6 4   5    .vmp0   ascii   BC\af
3497 0x00089076 0x1008c876 4   5    .vmp0   ascii   1-\bs
3498 0x0008926f 0x1008ca6f 4   5    .vmp0   ascii   vx2(
3499 0x00089274 0x1008ca74 4   6    .vmp0   utf8    BǏD% blocks=Basic Latin,Latin Extended-B
3500 0x000892ab 0x1008caab 5   7    .vmp0   utf8    \nɊL%\b blocks=Basic Latin,Latin Extended-B
3501 0x00089340 0x1008cb40 4   5    .vmp0   ascii   ZBb 
3502 0x000893fa 0x1008cbfa 5   6    .vmp0   ascii   <n47f
3503 0x00089447 0x1008cc47 4   5    .vmp0   ascii   >!\v;
3504 0x000894d1 0x1008ccd1 5   6    .vmp0   ascii   f%6vf
3505 0x000895bc 0x1008cdbc 5   6    .vmp0   ascii   =!CU#
3506 0x00089643 0x1008ce43 5   7    .vmp0   utf8    ĥx3\tf blocks=Latin Extended-A,Basic Latin
3507 0x0008964b 0x1008ce4b 4   5    .vmp0   ascii   fyf;
3508 0x0008969e 0x1008ce9e 4   6    .vmp0   utf8    DǋD% blocks=Basic Latin,Latin Extended-B
3509 0x0008977e 0x1008cf7e 5   6    .vmp0   ascii   58akH
3510 0x000899a7 0x1008d1a7 7   8    .vmp0   ascii   \\fyX\t\f\t
3511 0x000899bf 0x1008d1bf 5   7    .vmp0   utf8    d,\fyۜ blocks=Basic Latin,Arabic
3512 0x00089a73 0x1008d273 5   6    .vmp0   ascii   PZ\tij
3513 0x00089c4c 0x1008d44c 5   7    .vmp0   utf8    ԁy\vi[ blocks=Cyrillic Supplement,Basic Latin
3514 0x00089c82 0x1008d482 6   7    .vmp0   ascii   \nizk5\r
3515 0x00089ca4 0x1008d4a4 6   8    .vmp0   utf8    htܢ\bi1 blocks=Basic Latin,Syriac
3516 0x00089cc7 0x1008d4c7 4   5    .vmp0   ascii   <\tiS
3517 0x00089d06 0x1008d506 4   5    .vmp0   ascii   B\vid
3518 0x00089d4e 0x1008d54e 4   5    .vmp0   ascii   +"G3
3519 0x00089de5 0x1008d5e5 5   7    .vmp0   utf8    f;ϏD% blocks=Basic Latin,Greek and Coptic
3520 0x00089e03 0x1008d603 5   6    .vmp0   ascii   sce\r3
3521 0x00089e77 0x1008d677 4   6    .vmp0   utf8    AċD% blocks=Basic Latin,Latin Extended-A
3522 0x00089f09 0x1008d709 5   6    .vmp0   ascii   f5IDf
3523 0x0008a037 0x1008d837 5   6    .vmp0   ascii   BC\af;
3524 0x0008a06e 0x1008d86e 4   6    .vmp0   utf8    WËD% blocks=Basic Latin,Latin-1 Supplement
3525 0x0008a07b 0x1008d87b 5   6    .vmp0   ascii   L%\bf;
3526 0x0008a2e2 0x1008dae2 4   6    .vmp0   utf8    \nˊL% blocks=Basic Latin,Spacing Modifier Letters
3527 0x0008a352 0x1008db52 5   7    .vmp0   utf8    »oI6f blocks=Latin-1 Supplement,Basic Latin
3528 0x0008a490 0x1008dc90 4   5    .vmp0   ascii   r\rZ%
3529 0x0008a4bc 0x1008dcbc 6   8    .vmp0   utf8    eQ3\bf;
3530 0x0008a59c 0x1008dd9c 5   8    .vmp0   utf8    Xf3́ˀ blocks=Basic Latin,Combining Diacritical Marks,Spacing Modifier Letters
3531 0x0008a5af 0x1008ddaf 6   8    .vmp0   utf8    ]Y_ËL% blocks=Basic Latin,Latin-1 Supplement
3532 0x0008a6b6 0x1008deb6 4   5    .vmp0   ascii   $4[f
3533 0x0008a7f6 0x1008dff6 4   5    .vmp0   ascii   Sof;
3534 0x0008a93b 0x1008e13b 5   6    .vmp0   ascii   Z<z6f
3535 0x0008ab23 0x1008e323 4   6    .vmp0   utf8    HыT% blocks=Basic Latin,Cyrillic
3536 0x0008ab2a 0x1008e32a 4   6    .vmp0   utf8    يL%\b blocks=Arabic,Basic Latin
3537 0x0008ab74 0x1008e374 4   6    .vmp0   utf8    osf3
3538 0x0008abe5 0x1008e3e5 4   5    .vmp0   ascii   ?q`5
