[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3248 0x0002f44c 0x0043024c 4   5    .data   ascii   %.dO
3249 0x0002f466 0x00430266 5   7    .data   utf8    \vYAؕ\f blocks=Basic Latin,Arabic
3250 0x0002f4ae 0x004302ae 4   5    .data   ascii   B\tK:
3251 0x0002f4b9 0x004302b9 4   5    .data   ascii   \n`Vd
3252 0x0002f4fb 0x004302fb 4   7    .data   utf8    ُոA5 blocks=Arabic,Armenian,Basic Latin
3253 0x0002f52a 0x0043032a 7   10   .data   utf8    0ބd,2ڑH blocks=Basic Latin,Thaana,Arabic
3254 0x0002f53e 0x0043033e 5   6    .data   ascii   @*}R]
3255 0x0002f57d 0x0043037d 4   5    .data   ascii   !XxC
3256 0x0002f58a 0x0043038a 5   6    .data   ascii   1sN?\e
3257 0x0002f5d7 0x004303d7 4   6    .data   utf8    rZիU blocks=Basic Latin,Armenian
3258 0x0002f615 0x00430415 6   9    .data   utf8    Ѝfà\tP# blocks=Cyrillic,Basic Latin,Latin-1 Supplement
3259 0x0002f62d 0x0043042d 4   5    .data   ascii   Pv9R
3260 0x0002f64f 0x0043044f 6   7    .data   ascii   l3i<^)
3261 0x0002f66e 0x0043046e 4   5    .data   ascii   RYQw
3262 0x0002f6a2 0x004304a2 4   5    .data   ascii   ]g&\
3263 0x0002f6f4 0x004304f4 4   5    .data   ascii   rS/i
3264 0x0002f711 0x00430511 4   5    .data   ascii   sO.\f
3265 0x0002f768 0x00430568 4   6    .data   utf8    ZX\e¡ blocks=Basic Latin,Latin-1 Supplement
3266 0x0002f77d 0x0043057d 5   6    .data   ascii   ..&J(
3267 0x0002f7c0 0x004305c0 4   6    .data   utf8    ӚBJj blocks=Cyrillic,Basic Latin
3268 0x0002f7e3 0x004305e3 4   5    .data   ascii   nRc7
3269 0x0002f7fe 0x004305fe 4   5    .data   ascii   i3B!
3270 0x0002f82b 0x0043062b 6   7    .data   ascii   Vx.\rTd
3271 0x0002f8ac 0x004306ac 7   8    .data   ascii   Q?KEP=O
3272 0x0002f8d7 0x004306d7 4   8    .data   utf8    SE̤ꅶ blocks=Basic Latin,Combining Diacritical Marks,Yi Syllables
3273 0x0002f93e 0x0043073e 7   10   .data   utf8    _꘧\vxkyi blocks=Basic Latin,Vai
3274 0x0002f988 0x00430788 4   5    .data   ascii   ARqz
3275 0x0002f99a 0x0043079a 5   6    .data   ascii   s-%k6
3276 0x0002f9b4 0x004307b4 4   6    .data   utf8    Eiޠ# blocks=Basic Latin,Thaana
3277 0x0002fa02 0x00430802 7   8    .data   ascii   gz*e\vq8
3278 0x0002fa3c 0x0043083c 4   5    .data   ascii   "R6:
3279 0x0002fa75 0x00430875 4   5    .data   ascii   VkXn
3280 0x0002fae7 0x004308e7 4   5    .data   ascii   c=E!
3281 0x0002fb82 0x00430982 5   6    .data   ascii   }>q&\r
3282 0x0002fba7 0x004309a7 6   8    .data   utf8    YJv\=ԟ blocks=Basic Latin,Cyrillic Supplement
3283 0x0002fbb5 0x004309b5 6   8    .data   utf8    U[L*ң1 blocks=Basic Latin,Cyrillic
3284 0x0002fbfe 0x004309fe 6   8    .data   utf8    {nc-D_
3285 0x0002fc28 0x00430a28 5   6    .data   ascii    #Yk\v
3286 0x0002fc39 0x00430a39 4   5    .data   ascii   sjae
3287 0x0002fc4a 0x00430a4a 4   5    .data   ascii   >/ga
3288 0x0002fc55 0x00430a55 4   5    .data   ascii   |+S(
3289 0x0002fc60 0x00430a60 4   5    .data   ascii   U4nE
3290 0x0002fc6a 0x00430a6a 4   7    .data   utf8    ˔ƖB/ blocks=Spacing Modifier Letters,Latin Extended-B,Basic Latin
3291 0x0002fc94 0x00430a94 4   5    .data   ascii   /\a"d
3292 0x0002fc9a 0x00430a9a 5   8    .data   utf8    δњ+y^ blocks=Greek and Coptic,Cyrillic,Basic Latin
3293 0x0002fd02 0x00430b02 4   5    .data   ascii   C\f9a
3294 0x0002fd82 0x00430b82 4   5    .data   ascii   R\vDG
3295 0x0002fd97 0x00430b97 6   8    .data   utf8    Ra{nʄO blocks=Basic Latin,IPA Extensions
3296 0x0002fda2 0x00430ba2 5   7    .data   utf8    OUi6ӊ blocks=Basic Latin,Cyrillic
3297 0x0002fe60 0x00430c60 6   7    .data   ascii    .ap >
3298 0x0002fe83 0x00430c83 4   5    .data   ascii   ?5P*
3299 0x0002fedb 0x00430cdb 5   6    .data   ascii   1\v|-p
3300 0x0002fee8 0x00430ce8 5   8    .data   utf8    s\bǛ7ӎ blocks=Basic Latin,Latin Extended-B,Cyrillic
3301 0x0002ff0a 0x00430d0a 5   6    .data   ascii   U\bd-[
3302 0x0002ff12 0x00430d12 4   5    .data   ascii   6ENB
3303 0x0002ff30 0x00430d30 4   5    .data   ascii   ^Xw:
3304 0x0002ff4c 0x00430d4c 4   6    .data   utf8    vx#ƍ blocks=Basic Latin,Latin Extended-B
3305 0x0002ff5b 0x00430d5b 4   5    .data   ascii   /|!K
3306 0x0002ff60 0x00430d60 5   6    .data   ascii   yIdl\
3307 0x0002ff91 0x00430d91 6   7    .data   ascii   $\trFV\e
3308 0x0002ffcf 0x00430dcf 6   7    .data   ascii   )M((0x
3309 0x0002ffe3 0x00430de3 4   5    .data   ascii   tu$2
3310 0x00030008 0x00430e08 4   6    .data   utf8    7\tjw
3311 0x00030034 0x00430e34 4   5    .data   ascii   wFPo
3312 0x0003003d 0x00430e3d 4   5    .data   ascii   (Tm`
3313 0x0003005b 0x00430e5b 6   7    .data   ascii   \n6\aH92
3314 0x000300cf 0x00430ecf 4   5    .data   ascii   xO\/
3315 0x00030100 0x00430f00 4   5    .data   ascii   _|^s
3316 0x0003015a 0x00430f5a 4   5    .data   ascii   5]Q\e
3317 0x0003018b 0x00430f8b 7   9    .data   utf8    )pHňRi\e blocks=Basic Latin,Latin Extended-A
3318 0x000301a1 0x00430fa1 4   6    .data   utf8    Ǒ,MJ blocks=Latin Extended-B,Basic Latin
3319 0x000301b7 0x00430fb7 4   5    .data   ascii   585}
3320 0x000301d6 0x00430fd6 6   7    .data   ascii   7)([4x
3321 0x000301de 0x00430fde 6   8    .data   utf8    \!"a{ڄ blocks=Basic Latin,Arabic
3322 0x00030218 0x00431018 5   6    .data   ascii   1,]fx
3323 0x0003022c 0x0043102c 4   5    .data   ascii   0"kQ
3324 0x00030259 0x00431059 4   5    .data   ascii   *DDi
3325 0x0003027f 0x0043107f 4   5    .data   ascii   6\+F
3326 0x00030288 0x00431088 4   5    .data   ascii   \A5t
3327 0x00030295 0x00431095 4   5    .data   ascii   _h,\f
3328 0x000302c3 0x004310c3 4   5    .data   ascii   T\vpI
3329 0x000302ca 0x004310ca 5   7    .data   utf8    MݢC0s blocks=Basic Latin,Arabic Supplement
3330 0x000302d9 0x004310d9 5   6    .data   ascii   }-;sS
3331 0x00030323 0x00431123 4   5    .data   ascii   bT7/
3332 0x00030357 0x00431157 4   7    .data   utf8    SʈMϯ blocks=Basic Latin,IPA Extensions,Greek and Coptic
3333 0x00030395 0x00431195 4   5    .data   ascii   TA\a7
3334 0x0003039b 0x0043119b 6   7    .data   ascii   \e1}yv\v
3335 0x00030405 0x00431205 5   6    .data   ascii   \t:9iy
3336 0x0003040b 0x0043120b 4   5    .data   ascii   9&=v
3337 0x00030424 0x00431224 5   6    .data   ascii   N2}K+
3338 0x0003043a 0x0043123a 5   8    .data   utf8    ̳el۾f blocks=Combining Diacritical Marks,Basic Latin,Arabic
3339 0x0003044c 0x0043124c 4   5    .data   ascii   P\bPk
3340 0x00030458 0x00431258 4   5    .data   ascii   \rd\ax
3341 0x00030467 0x00431267 4   5    .data   ascii   xg31
3342 0x000304b0 0x004312b0 5   6    .data   ascii   6Ksd8
3343 0x000304b8 0x004312b8 6   7    .data   ascii   +I,{T&
3344 0x000304f3 0x004312f3 4   5    .data   ascii   yBO_
3345 0x000304fa 0x004312fa 4   5    .data   ascii   `:2&
3346 0x00030576 0x00431376 5   6    .data   ascii   QklEk
3347 0x000305a0 0x004313a0 4   5    .data   ascii   3R:d
3348 0x000305c4 0x004313c4 5   7    .data   utf8    KNRR\b
3349 0x000305d9 0x004313d9 4   5    .data   ascii   \aP8O
3350 0x000305fc 0x004313fc 4   5    .data   ascii   ]h&1
3351 0x0003064a 0x0043144a 6   7    .data   ascii   Zl2~x\e
3352 0x00030672 0x00431472 4   5    .data   ascii   #\t]\f
3353 0x0003068e 0x0043148e 6   7    .data   ascii   LwN} '
3354 0x000306e5 0x004314e5 4   5    .data   ascii   e s"
3355 0x000306ed 0x004314ed 6   7    .data   ascii   tNR5CW
3356 0x0003073e 0x0043153e 5   7    .data   utf8    Vr@ΩW blocks=Basic Latin,Greek and Coptic
3357 0x0003074c 0x0043154c 4   6    .data   utf8    ϵdz2 blocks=Greek and Coptic,Basic Latin
3358 0x00030769 0x00431569 4   5    .data   ascii   `Elu
3359 0x0003077a 0x0043157a 7   8    .data   ascii   5qu\fl4"
3360 0x000307c6 0x004315c6 8   11   .data   utf8    ڃ<m${(0. blocks=Arabic,Basic Latin
3361 0x000307eb 0x004315eb 6   7    .data   ascii   ZP~E)u
3362 0x000307f7 0x004315f7 9   11   .data   utf8    {VD&w'Hڱ\b blocks=Basic Latin,Arabic
3363 0x0003083a 0x0043163a 6   8    .data   utf8    7>*xʾ3 blocks=Basic Latin,Spacing Modifier Letters
3364 0x0003086c 0x0043166c 4   5    .data   ascii   @s9+
3365 0x00030875 0x00431675 4   9    .data   utf8    %詼萚U blocks=Basic Latin,CJK Unified Ideographs
3366 0x0003087e 0x0043167e 4   5    .data   ascii   O#pU
3367 0x000308e8 0x004316e8 4   5    .data   ascii   nk!]
3368 0x00030911 0x00431711 4   5    .data   ascii   -\eWq
3369 0x0003093b 0x0043173b 4   5    .data   ascii   p)rH
3370 0x00030976 0x00431776 4   5    .data   ascii   >_9\r
3371 0x0003098c 0x0043178c 6   9    .data   utf8    )^dǸ2н blocks=Basic Latin,Latin Extended-B,Cyrillic
3372 0x00030a10 0x00431810 5   7    .data   utf8    X0HӒ" blocks=Basic Latin,Cyrillic
3373 0x00030a28 0x00431828 4   5    .data   ascii   (kmx
3374 0x00030a32 0x00431832 4   6    .data   utf8    S+֔# blocks=Basic Latin,Hebrew
3375 0x00030a42 0x00431842 5   7    .data   utf8    Z7X^ŵ blocks=Basic Latin,Latin Extended-A
3376 0x00030a4b 0x0043184b 4   5    .data   ascii   )<}f
3377 0x00030a59 0x00431859 5   6    .data   ascii   e\rc{G
3378 0x00030a9c 0x0043189c 6   8    .data   utf8    וstUo> blocks=Hebrew,Basic Latin
3379 0x00030b58 0x00431958 4   5    .data   ascii   2aVG
3380 0x00030b5e 0x0043195e 7   9    .data   utf8    \tYxõ\fE] blocks=Basic Latin,Latin-1 Supplement
3381 0x00030bf7 0x004319f7 4   7    .data   utf8    ]oĆɨ blocks=Basic Latin,Latin Extended-A,IPA Extensions
3382 0x00030c45 0x00431a45 8   9    .data   ascii   6MT64l+d
3383 0x00030c4f 0x00431a4f 4   5    .data   ascii   K@$u
3384 0x00030c6d 0x00431a6d 6   7    .data   ascii   br+{,A
3385 0x00030c7b 0x00431a7b 4   6    .data   utf8    %-ʰV blocks=Basic Latin,Spacing Modifier Letters
3386 0x00030c9c 0x00431a9c 5   6    .data   ascii   +95\a/
3387 0x00030cca 0x00431aca 4   6    .data   utf8    0EӢd blocks=Basic Latin,Cyrillic
3388 0x00030cf8 0x00431af8 4   5    .data   ascii   8CY9
3389 0x00030d32 0x00431b32 5   7    .data   utf8    QIPoѩ blocks=Basic Latin,Cyrillic
3390 0x00030db7 0x00431bb7 4   5    .data   ascii   .!Qo
3391 0x00030e11 0x00431c11 4   5    .data   ascii   `O<?
3392 0x00030e4d 0x00431c4d 4   6    .data   utf8    '&ەY blocks=Basic Latin,Arabic
3393 0x00030eab 0x00431cab 4   5    .data   ascii   \n[jO
3394 0x00030eb3 0x00431cb3 4   5    .data   ascii   vxS,
3395 0x00030eca 0x00431cca 4   5    .data   ascii   \aG?W
3396 0x00030ee4 0x00431ce4 6   7    .data   ascii   \e6)H*K
3397 0x00030f11 0x00431d11 5   7    .data   utf8    ݞ@@af blocks=Arabic Supplement,Basic Latin
3398 0x00030f20 0x00431d20 4   5    .data   ascii   A@wK
3399 0x00030f54 0x00431d54 5   7    .data   utf8    Q$gJų blocks=Basic Latin,Latin Extended-A
3400 0x00030f77 0x00431d77 5   6    .data   ascii   &"*Ht
3401 0x00030f88 0x00431d88 5   8    .data   utf8    ԏPXẀ blocks=Cyrillic Supplement,Basic Latin,Combining Diacritical Marks
3402 0x00030fb6 0x00431db6 5   7    .data   utf8    ykΏ[\r blocks=Basic Latin,Greek and Coptic
3403 0x00031019 0x00431e19 7   8    .data   ascii   }GsY\f<:
3404 0x00031029 0x00431e29 4   5    .data   ascii   \bxd2
3405 0x00031049 0x00431e49 4   6    .data   utf8    Ԃ.Me blocks=Cyrillic Supplement,Basic Latin
3406 0x000310a1 0x00431ea1 4   6    .data   utf8    (*9Ķ blocks=Basic Latin,Latin Extended-A
3407 0x000310b7 0x00431eb7 4   5    .data   ascii   %I*?
3408 0x000310cf 0x00431ecf 4   5    .data   ascii   \r-GM
3409 0x0003111a 0x00431f1a 7   10   .data   utf8    Ķ\tĠ@\eC\r blocks=Latin Extended-A,Basic Latin
3410 0x0003115c 0x00431f5c 5   6    .data   ascii   L"-"V
3411 0x000311aa 0x00431faa 7   8    .data   ascii   t[,\v?b?
3412 0x000311b2 0x00431fb2 4   6    .data   utf8    ܷ)BW blocks=Syriac,Basic Latin
3413 0x000311c8 0x00431fc8 4   6    .data   utf8    m`@͡ blocks=Basic Latin,Combining Diacritical Marks
3414 0x0003120f 0x0043200f 7   9    .data   utf8    I}?t\agߧ blocks=Basic Latin,NKo
3415 0x0003125e 0x0043205e 7   10   .data   utf8    i 쯨_\V3 blocks=Basic Latin,Hangul Syllables
3416 0x000312fb 0x004320fb 4   5    .data   ascii   j2mm
3417 0x00031303 0x00432103 6   8    .data   utf8    w݃\fNFS blocks=Basic Latin,Syriac
3418 0x0003132f 0x0043212f 4   6    .data   utf8    }oyȕ blocks=Basic Latin,Latin Extended-B
3419 0x000313de 0x004321de 5   7    .data   utf8    מ7kDK blocks=Hebrew,Basic Latin
3420 0x000313eb 0x004321eb 4   5    .data   ascii   vl@Y
3421 0x000313f8 0x004321f8 4   5    .data   ascii   efzm
3422 0x00031448 0x00432248 4   5    .data   ascii   F?\aY
3423 0x00031457 0x00432257 6   7    .data   ascii   LZDj3#
3424 0x0003150a 0x0043230a 5   6    .data   ascii   x\b`8~
3425 0x00031525 0x00432325 6   8    .data   utf8    &[ewԦl blocks=Basic Latin,Cyrillic Supplement
3426 0x0003153d 0x0043233d 4   5    .data   ascii   \bFY_
3427 0x00031544 0x00432344 5   6    .data   ascii   B\bg}z
3428 0x00031558 0x00432358 4   5    .data   ascii   Zd= 
3429 0x00031597 0x00432397 4   6    .data   utf8    EʎTr blocks=Basic Latin,IPA Extensions
3430 0x000315b6 0x004323b6 4   6    .data   utf8    'Ц|* blocks=Basic Latin,Cyrillic
3431 0x000315d4 0x004323d4 4   5    .data   ascii   c.8"
3432 0x0003164c 0x0043244c 4   6    .data   utf8    s(۳S blocks=Basic Latin,Arabic
3433 0x000316a1 0x004324a1 6   8    .data   utf8    J;ZD'څ blocks=Basic Latin,Arabic
3434 0x000316d4 0x004324d4 5   6    .data   ascii   f0 \nz
3435 0x00031700 0x00432500 5   7    .data   utf8    XݞUPJ blocks=Basic Latin,Arabic Supplement
3436 0x0003171b 0x0043251b 5   6    .data   ascii   [.**"
3437 0x00031774 0x00432574 5   6    .data   ascii   O($xQ
3438 0x00031782 0x00432582 4   5    .data   ascii   *&R1
3439 0x000317a7 0x004325a7 5   7    .data   utf8    QրD s blocks=Basic Latin,Armenian
3440 0x000317c9 0x004325c9 9   10   .data   ascii   \t O?k7s(\t
3441 0x000317f7 0x004325f7 5   6    .data   ascii   ?g:eI
3442 0x00031829 0x00432629 4   5    .data   ascii   "JP'
3443 0x00031856 0x00432656 4   5    .data   ascii   22@(
3444 0x0003187e 0x0043267e 4   5    .data   ascii   |o\n;
3445 0x00031896 0x00432696 5   6    .data   ascii   {H@D}
3446 0x000318d0 0x004326d0 5   6    .data   ascii   "*^|h
3447 0x000318fe 0x004326fe 4   5    .data   ascii   9$Tc
3448 0x00031926 0x00432726 5   6    .data   ascii   ?G76 
3449 0x00031947 0x00432747 5   7    .data   utf8    \n֛\ap2 blocks=Basic Latin,Hebrew
3450 0x000319a3 0x004327a3 4   5    .data   ascii   QR/b
3451 0x000319b3 0x004327b3 4   5    .data   ascii   >\b;F
3452 0x000319c0 0x004327c0 4   7    .data   utf8    $^ꆅ@ blocks=Basic Latin,Yi Syllables
3453 0x000319dc 0x004327dc 7   9    .data   utf8    {M#\a/f݉ blocks=Basic Latin,Syriac
3454 0x000319e5 0x004327e5 4   5    .data   ascii   /xQ\f
3455 0x00031a13 0x00432813 5   6    .data   ascii   .ab_\n
3456 0x00031a78 0x00432878 6   8    .data   utf8    ԣs6u}f blocks=Cyrillic Supplement,Basic Latin
3457 0x00031ac1 0x004328c1 4   8    .data   utf8    sƴSb blocks=Basic Latin,Latin Extended-B
3458 0x00031af3 0x004328f3 4   5    .data   ascii   )Cy{
3459 0x00031b04 0x00432904 7   10   .data   utf8    9)αiȇ=l blocks=Basic Latin,Greek and Coptic,Latin Extended-B
3460 0x00031b1d 0x0043291d 4   5    .data   ascii   & U\f
3461 0x00031b45 0x00432945 4   5    .data   ascii   #R K
3462 0x00031bdb 0x004329db 4   6    .data   utf8    8Џ}e blocks=Basic Latin,Cyrillic
3463 0x00031be1 0x004329e1 5   6    .data   ascii   cSv(5
3464 0x00031c08 0x00432a08 5   6    .data   ascii   \a^sZI
3465 0x00031c31 0x00432a31 4   6    .data   utf8    \f\bߋ\a blocks=Basic Latin,NKo
3466 0x00031c71 0x00432a71 6   8    .data   utf8    Ь/\f:pK blocks=Cyrillic,Basic Latin
3467 0x00031d02 0x00432b02 4   5    .data   ascii   D\r,I
3468 0x00031d38 0x00432b38 4   7    .data   utf8    iقıH blocks=Basic Latin,Arabic,Latin Extended-A
3469 0x00031d44 0x00432b44 5   7    .data   utf8    5iWWֲ blocks=Basic Latin,Hebrew
3470 0x00031d7e 0x00432b7e 4   5    .data   ascii   -{Ni
3471 0x00031e0b 0x00432c0b 4   5    .data   ascii   M`E\v
3472 0x00031e1c 0x00432c1c 4   5    .data   ascii   "8\n\a
3473 0x00031e6a 0x00432c6a 4   5    .data   ascii   D\bY[
3474 0x00031e76 0x00432c76 4   5    .data   ascii   ZM\tT
3475 0x00031eea 0x00432cea 4   6    .data   utf8    ST#ۑ blocks=Basic Latin,Arabic
3476 0x00031f12 0x00432d12 4   5    .data   ascii   1k#)
3477 0x00031fa9 0x00432da9 5   6    .data   ascii   &pm ;
3478 0x00031fe6 0x00432de6 4   6    .data   utf8    pY]ɫ blocks=Basic Latin,IPA Extensions
3479 0x0003203a 0x00432e3a 4   5    .data   ascii   k(3:
3480 0x00032048 0x00432e48 4   5    .data   ascii   7t;Q
3481 0x000320af 0x00432eaf 4   5    .data   ascii   w\f>v
3482 0x00032107 0x00432f07 4   5    .data   ascii   zN,1
3483 0x00032112 0x00432f12 4   5    .data   ascii   Z3{f
3484 0x0003211c 0x00432f1c 5   6    .data   ascii   `\e`ow
3485 0x000321c0 0x00432fc0 6   7    .data   ascii   xNR/?V
3486 0x000321e5 0x00432fe5 4   5    .data   ascii   O$rA
3487 0x000321f3 0x00432ff3 5   6    .data   ascii   67Ni!
3488 0x00032232 0x00433032 5   7    .data   utf8    @#ڦ`% blocks=Basic Latin,Arabic
3489 0x00032245 0x00433045 4   6    .data   utf8    eԍZS blocks=Basic Latin,Cyrillic Supplement
3490 0x0003224b 0x0043304b 4   6    .data   utf8    إb+W blocks=Arabic,Basic Latin
3491 0x00032261 0x00433061 6   8    .data   utf8    lމ=[H@ blocks=Basic Latin,Thaana
3492 0x00032269 0x00433069 4   5    .data   ascii   a${u
3493 0x000322a0 0x004330a0 5   6    .data   ascii   DPbL(
3494 0x000322a9 0x004330a9 5   6    .data   ascii   ?< qa
3495 0x000322e7 0x004330e7 4   6    .data   utf8    \nI0U
3496 0x000322fb 0x004330fb 5   6    .data   ascii   B`$q5
3497 0x00032306 0x00433106 5   7    .data   utf8    ڛN\L- blocks=Arabic,Basic Latin
3498 0x0003231d 0x0043311d 10  12   .data   utf8    cʬ&=2d^nx8 blocks=Basic Latin,IPA Extensions
3499 0x00032329 0x00433129 4   5    .data   ascii   s6ZZ
3500 0x0003232e 0x0043312e 4   5    .data   ascii   p\t7"
3501 0x00032399 0x00433199 4   5    .data   ascii   d02a
3502 0x000323ac 0x004331ac 4   5    .data   ascii   !\vW/
3503 0x000323d8 0x004331d8 4   5    .data   ascii   uz@}
3504 0x00032491 0x00433291 6   8    .data   utf8    \bQ\vpKՑ blocks=Basic Latin,Armenian
3505 0x000324f6 0x004332f6 4   7    .data   utf8    ރ.Ŭ~ blocks=Thaana,Basic Latin,Latin Extended-A
3506 0x00032583 0x00433383 5   6    .data   ascii   TO%0;
3507 0x00032596 0x00433396 4   6    .data   utf8    T܆JI blocks=Basic Latin,Syriac
3508 0x0003261b 0x0043341b 5   6    .data   ascii   &8P_l
3509 0x00032628 0x00433428 4   5    .data   ascii   2^jy
3510 0x0003264a 0x0043344a 4   7    .data   utf8    d?쎖6 blocks=Basic Latin,Hangul Syllables
3511 0x0003269c 0x0043349c 4   5    .data   ascii   )8\vn
3512 0x000326dd 0x004334dd 4   6    .data   utf8    kÜ8A blocks=Basic Latin,Latin-1 Supplement
3513 0x00032758 0x00433558 4   5    .data   ascii   c~x\a
3514 0x0003282c 0x0043362c 5   6    .data   ascii   wsdMN
3515 0x000328cc 0x004336cc 4   5    .data   ascii   PxH`
3516 0x000328ed 0x004336ed 4   5    .data   ascii   4{\fE
3517 0x0003290a 0x0043370a 4   7    .data   utf8    f\r@ⷜ blocks=Basic Latin,Ethiopic Extended
3518 0x0003294b 0x0043374b 5   7    .data   utf8    I\vߋEm blocks=Basic Latin,NKo
3519 0x00032955 0x00433755 5   7    .data   utf8    'H9җ" blocks=Basic Latin,Cyrillic
3520 0x0003299e 0x0043379e 6   7    .data   ascii   SpDgOq
3521 0x000329c0 0x004337c0 4   5    .data   ascii   TrmZ
3522 0x000329cd 0x004337cd 4   5    .data   ascii   ^2w 
3523 0x000329e6 0x004337e6 4   5    .data   ascii   =%PY
3524 0x00032a03 0x00433803 4   5    .data   ascii   Fc=u
3525 0x00032a1a 0x0043381a 5   7    .data   utf8    Ʈ"KZ7 blocks=Latin Extended-B,Basic Latin
3526 0x00032a3a 0x0043383a 4   5    .data   ascii   %54H
3527 0x00032a6a 0x0043386a 5   6    .data   ascii   \ay^\nO
3528 0x00032ac7 0x004338c7 5   7    .data   utf8    E\a\eҤQ blocks=Basic Latin,Cyrillic
3529 0x00032adb 0x004338db 4   6    .data   utf8    idKĘ blocks=Basic Latin,Latin Extended-A
3530 0x00032af9 0x004338f9 4   5    .data   ascii   2o|n
3531 0x00032b29 0x00433929 4   6    .data   utf8    \r.t̶ blocks=Basic Latin,Combining Diacritical Marks
3532 0x00032b2f 0x0043392f 4   6    .data   utf8    |̈FJ blocks=Basic Latin,Combining Diacritical Marks
3533 0x00032b55 0x00433955 6   7    .data   ascii   f`]5z<
3534 0x00032bd6 0x004339d6 4   5    .data   ascii   +.fA
3535 0x00032c0a 0x00433a0a 6   9    .data   utf8    կwFǉvx blocks=Armenian,Basic Latin,Latin Extended-B
3536 0x00032c37 0x00433a37 4   5    .data   ascii   Hiv^
3537 0x00032c49 0x00433a49 5   6    .data   ascii   J[>,\r
3538 0x00032c69 0x00433a69 5   6    .data   ascii   z8\n%9
3539 0x00032c8b 0x00433a8b 4   5    .data   ascii   x^~!
3540 0x00032c97 0x00433a97 4   5    .data   ascii   syk\e
3541 0x00032cb3 0x00433ab3 4   6    .data   utf8    ,˛\fb blocks=Basic Latin,Spacing Modifier Letters
3542 0x00032cdd 0x00433add 8   10   .data   utf8    XyQ~2ܯG\ blocks=Basic Latin,Syriac
3543 0x00032ced 0x00433aed 4   5    .data   ascii   E\vsy
3544 0x00032cf8 0x00433af8 4   6    .data   utf8    \rgƕ\r blocks=Basic Latin,Latin Extended-B
3545 0x00032d08 0x00433b08 4   5    .data   ascii   >\tq*
3546 0x00032d18 0x00433b18 4   5    .data   ascii   I31Q
3547 0x00032d24 0x00433b24 4   5    .data   ascii   <\r\vn
3548 0x00032d5e 0x00433b5e 5   6    .data   ascii   m[B"\v
3549 0x00032dae 0x00433bae 5   6    .data   ascii   \vFda]
3550 0x00032dc4 0x00433bc4 5   7    .data   utf8    fD\v͛h blocks=Basic Latin,Combining Diacritical Marks
3551 0x00032ded 0x00433bed 4   5    .data   ascii   \f-*V
3552 0x00032e08 0x00433c08 5   6    .data   ascii   +/0E!
3553 0x00032e96 0x00433c96 5   7    .data   utf8    x'"̋V blocks=Basic Latin,Combining Diacritical Marks
3554 0x00032e9e 0x00433c9e 4   5    .data   ascii   M2eh
3555 0x00032eb4 0x00433cb4 7   9    .data   utf8    r0Ȍ:xB3 blocks=Basic Latin,Latin Extended-B
3556 0x00032ecd 0x00433ccd 4   6    .data   utf8    r@Ѭ) blocks=Basic Latin,Cyrillic
3557 0x00032ed4 0x00433cd4 4   5    .data   ascii   q#'9
3558 0x00032f1e 0x00433d1e 6   7    .data   ascii   I\vfgGj
3559 0x00032f52 0x00433d52 4   7    .data   utf8    s=L諭 blocks=Basic Latin,CJK Compatibility Ideographs
3560 0x00032f86 0x00433d86 5   6    .data   ascii   }#.xj
3561 0x00032fa9 0x00433da9 5   7    .data   utf8    Ȟud5\v blocks=Latin Extended-B,Basic Latin
3562 0x00032fea 0x00433dea 5   6    .data   ascii   GR3R@
3563 0x0003301c 0x00433e1c 4   6    .data   utf8    ZTȣj blocks=Basic Latin,Latin Extended-B
3564 0x00033055 0x00433e55 4   6    .data   utf8    O7\ec
3565 0x0003307a 0x00433e7a 6   7    .data   ascii   yMP<;(
3566 0x0003308b 0x00433e8b 5   7    .data   utf8    ŏli$/ blocks=Latin Extended-A,Basic Latin
