[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4834 0x0004c443 0x1004c443 4   5    .data   ascii   QJN\e
4835 0x0004c4a7 0x1004c4a7 5   6    .data   ascii   D("T\b
4836 0x0004c4c8 0x1004c4c8 4   5    .data   ascii     OU
4837 0x0004c571 0x1004c571 4   5    .data   ascii   &N\b8
4838 0x0004c591 0x1004c591 9   11   .data   utf8    yb5~nj߅dC blocks=Basic Latin,NKo
4839 0x0004c59f 0x1004c59f 4   6    .data   utf8    h~ׂz blocks=Basic Latin,Hebrew
4840 0x0004c5d3 0x1004c5d3 8   10   .data   utf8    ch6ǲ4^;Q blocks=Basic Latin,Latin Extended-B
4841 0x0004c5ea 0x1004c5ea 7   8    .data   ascii   NzlIS<c
4842 0x0004c610 0x1004c610 4   5    .data   ascii   |\r\t7
4843 0x0004c615 0x1004c615 4   5    .data   ascii   Y$HG
4844 0x0004c655 0x1004c655 4   6    .data   utf8    ث\bf/ blocks=Arabic,Basic Latin
4845 0x0004c686 0x1004c686 4   5    .data   ascii   P:1c
4846 0x0004c69b 0x1004c69b 4   5    .data   ascii   I0LG
4847 0x0004c707 0x1004c707 4   5    .data   ascii   ZD\eu
4848 0x0004c716 0x1004c716 5   6    .data   ascii   @cU=7
4849 0x0004c725 0x1004c725 9   10   .data   ascii   rbCg6JBSj
4850 0x0004c763 0x1004c763 4   5    .data   ascii   x,,X
4851 0x0004c7e7 0x1004c7e7 4   5    .data   ascii   5Yz9
4852 0x0004c827 0x1004c827 7   8    .data   ascii   \t|:\r\aU.
4853 0x0004c82f 0x1004c82f 5   6    .data   ascii   \f:^jQ
4854 0x0004c851 0x1004c851 4   5    .data   ascii   T5<l
4855 0x0004c8aa 0x1004c8aa 5   6    .data   ascii   2.*o\t
4856 0x0004c8bc 0x1004c8bc 5   7    .data   utf8    =Ӝ\f)\f blocks=Basic Latin,Cyrillic
4857 0x0004c8d3 0x1004c8d3 4   5    .data   ascii   \54?
4858 0x0004c909 0x1004c909 4   5    .data   ascii    2rH
4859 0x0004c955 0x1004c955 5   6    .data   ascii   .zZ+u
4860 0x0004c971 0x1004c971 4   6    .data   utf8    (ܩnA blocks=Basic Latin,Syriac
4861 0x0004c977 0x1004c977 5   7    .data   utf8    יz{B, blocks=Hebrew,Basic Latin
4862 0x0004ca00 0x1004ca00 4   6    .data   utf8    2cѵd blocks=Basic Latin,Cyrillic
4863 0x0004ca8e 0x1004ca8e 4   5    .data   ascii   mCte
4864 0x0004cab8 0x1004cab8 4   5    .data   ascii   bbom
4865 0x0004cb52 0x1004cb52 9   11   .data   utf8    Ee$[BRrHŬ blocks=Basic Latin,Latin Extended-A
4866 0x0004cb61 0x1004cb61 5   6    .data   ascii   JWx\eM
4867 0x0004cb68 0x1004cb68 4   5    .data   ascii   7HS\r
4868 0x0004cb8c 0x1004cb8c 4   6    .data   utf8    «od3 blocks=Latin-1 Supplement,Basic Latin
4869 0x0004cb96 0x1004cb96 5   7    .data   utf8    GO#ZϤ blocks=Basic Latin,Greek and Coptic
4870 0x0004cbd0 0x1004cbd0 7   8    .data   ascii   Z{yYnen
4871 0x0004cbd9 0x1004cbd9 6   10   .data   utf8    桉uRZZg blocks=CJK Unified Ideographs,Basic Latin
4872 0x0004cc05 0x1004cc05 7   9    .data   utf8    |\aװtqf[ blocks=Basic Latin,Hebrew
4873 0x0004cc36 0x1004cc36 7   12   .data   utf8    (˻䆓Ýylp blocks=Basic Latin,Spacing Modifier Letters,CJK Unified Ideographs Extension A,Latin-1 Supplement
4874 0x0004cc63 0x1004cc63 5   6    .data   ascii   QeosP
4875 0x0004ccc6 0x1004ccc6 4   5    .data   ascii   (os\
4876 0x0004cce7 0x1004cce7 5   6    .data   ascii   $\n,j+
4877 0x0004cced 0x1004cced 4   5    .data   ascii   t=AJ
4878 0x0004cd04 0x1004cd04 5   6    .data   ascii   Nf:1G
4879 0x0004cd0d 0x1004cd0d 5   6    .data   ascii   LDZ`"
4880 0x0004cd37 0x1004cd37 7   8    .data   ascii   b4Kp44*
4881 0x0004cd4b 0x1004cd4b 4   5    .data   ascii   Xx=@
4882 0x0004cd6e 0x1004cd6e 6   8    .data   utf8    |O]ב c blocks=Basic Latin,Hebrew
4883 0x0004cda9 0x1004cda9 4   6    .data   utf8    p\n8ߠ blocks=Basic Latin,NKo
4884 0x0004cdde 0x1004cdde 4   5    .data   ascii   s~ZS
4885 0x0004cde4 0x1004cde4 7   8    .data   ascii   p#K+__*
4886 0x0004ce29 0x1004ce29 8   9    .data   ascii   L1I\n'o?i
4887 0x0004ce52 0x1004ce52 4   5    .data   ascii   E^&A
4888 0x0004ce6d 0x1004ce6d 4   5    .data   ascii   Lu_K
4889 0x0004cedf 0x1004cedf 5   6    .data   ascii   O9c&*
4890 0x0004cf01 0x1004cf01 4   5    .data   ascii   [\nf*
4891 0x0004cf1f 0x1004cf1f 6   7    .data   ascii   E^Oj"U
4892 0x0004cf38 0x1004cf38 5   6    .data   ascii   EVOFW
4893 0x0004cf4f 0x1004cf4f 4   5    .data   ascii   ^VCL
4894 0x0004cf5f 0x1004cf5f 4   5    .data   ascii   [=D%
4895 0x0004cf95 0x1004cf95 6   8    .data   utf8    h̹D(J< blocks=Basic Latin,Combining Diacritical Marks
4896 0x0004d048 0x1004d048 5   6    .data   ascii   &BTj-
4897 0x0004d0f4 0x1004d0f4 7   9    .data   utf8    {_tMړP= blocks=Basic Latin,Arabic
4898 0x0004d115 0x1004d115 5   7    .data   utf8    yۋ@yN blocks=Basic Latin,Arabic
4899 0x0004d184 0x1004d184 4   5    .data   ascii   gD-W
4900 0x0004d1a6 0x1004d1a6 4   6    .data   utf8    NҬwW blocks=Basic Latin,Cyrillic
4901 0x0004d1af 0x1004d1af 4   5    .data   ascii   H1W\v
4902 0x0004d204 0x1004d204 5   7    .data   utf8    ͕\e\e<m blocks=Combining Diacritical Marks,Basic Latin
4903 0x0004d28f 0x1004d28f 5   6    .data   ascii   X}d\fA
4904 0x0004d2ab 0x1004d2ab 4   5    .data   ascii   Tk\a%
4905 0x0004d2d6 0x1004d2d6 4   7    .data   utf8    #\f\e blocks=Basic Latin,Private Use Area
4906 0x0004d2e3 0x1004d2e3 6   7    .data   ascii   tH[:6%
4907 0x0004d322 0x1004d322 4   6    .data   utf8    \aǉWd blocks=Basic Latin,Latin Extended-B
4908 0x0004d331 0x1004d331 6   9    .data   utf8    xq塝7 K blocks=Basic Latin,CJK Unified Ideographs
4909 0x0004d391 0x1004d391 4   5    .data   ascii   \tAQ<
4910 0x0004d3a1 0x1004d3a1 4   5    .data   ascii   l;@\v
4911 0x0004d3ab 0x1004d3ab 6   8    .data   utf8    Fo͐f5k blocks=Basic Latin,Combining Diacritical Marks
4912 0x0004d3c7 0x1004d3c7 5   6    .data   ascii   \r*~\tf
4913 0x0004d49c 0x1004d49c 6   7    .data   ascii   ~!IC:N
4914 0x0004d4d4 0x1004d4d4 4   5    .data   ascii   f\fJ0
4915 0x0004d518 0x1004d518 4   5    .data   ascii   wt]L
4916 0x0004d5da 0x1004d5da 11  13   .data   utf8    zM[IGiCu:ޒ_ blocks=Basic Latin,Thaana
4917 0x0004d5e7 0x1004d5e7 5   6    .data   ascii   $W7cs
4918 0x0004d61a 0x1004d61a 4   5    .data   ascii   )l,t
4919 0x0004d67d 0x1004d67d 4   5    .data   ascii   BIg|
4920 0x0004d694 0x1004d694 5   7    .data   utf8    ˔0;Q\t blocks=Spacing Modifier Letters,Basic Latin
4921 0x0004d6b4 0x1004d6b4 4   5    .data   ascii   :mP!
4922 0x0004d709 0x1004d709 4   5    .data   ascii   H\f,n
4923 0x0004d74b 0x1004d74b 6   7    .data   ascii   q\t^![U
4924 0x0004d77f 0x1004d77f 4   5    .data   ascii   }d\fL
4925 0x0004d7be 0x1004d7be 13  14   .data   ascii   \eyP,ia#KiZ66t
4926 0x0004d857 0x1004d857 4   5    .data   ascii   QD\e}
4927 0x0004d863 0x1004d863 5   6    .data   ascii   \v?0S%
4928 0x0004d871 0x1004d871 4   5    .data   ascii   [y%8
4929 0x0004d87a 0x1004d87a 4   5    .data   ascii   V&}Z
4930 0x0004d87f 0x1004d87f 4   5    .data   ascii   d"y\
4931 0x0004d889 0x1004d889 6   7    .data   ascii   ?v\aIE 
4932 0x0004d8a0 0x1004d8a0 6   8    .data   utf8    щdl2XQ blocks=Cyrillic,Basic Latin
4933 0x0004d8ce 0x1004d8ce 4   5    .data   ascii   hH*|
4934 0x0004d8e6 0x1004d8e6 6   7    .data   ascii   & "Uk\a
4935 0x0004d916 0x1004d916 4   5    .data   ascii   z4tQ
4936 0x0004d93d 0x1004d93d 4   5    .data   ascii   CrZS
4937 0x0004d96a 0x1004d96a 4   5    .data   ascii   :B6\e
4938 0x0004d9a3 0x1004d9a3 6   8    .data   utf8    -U)ưhs blocks=Basic Latin,Latin Extended-B
4939 0x0004d9b1 0x1004d9b1 7   8    .data   ascii   &"PV;VL
4940 0x0004d9b9 0x1004d9b9 4   6    .data   utf8    ~#T֑ blocks=Basic Latin,Hebrew
4941 0x0004d9bf 0x1004d9bf 4   5    .data   ascii   {vTZ
4942 0x0004da33 0x1004da33 5   7    .data   utf8    ϊq*uU blocks=Greek and Coptic,Basic Latin
4943 0x0004da52 0x1004da52 4   5    .data   ascii   t-!p
4944 0x0004da69 0x1004da69 4   5    .data   ascii   \nH@ 
4945 0x0004da7e 0x1004da7e 4   7    .data   utf8    Fﴀ@k blocks=Basic Latin,Arabic Presentation Forms-A
4946 0x0004da8e 0x1004da8e 5   7    .data   utf8    26K.ǵ blocks=Basic Latin,Latin Extended-B
4947 0x0004daae 0x1004daae 4   6    .data   utf8    W6<ћ blocks=Basic Latin,Cyrillic
4948 0x0004dadd 0x1004dadd 5   6    .data   ascii   V\nL8}
4949 0x0004db4d 0x1004db4d 7   9    .data   utf8    \akM0Tζr blocks=Basic Latin,Greek and Coptic
4950 0x0004db69 0x1004db69 6   8    .data   utf8    \vnՔXC[ blocks=Basic Latin,Armenian
4951 0x0004db90 0x1004db90 5   6    .data   ascii   hh1S(
4952 0x0004db97 0x1004db97 4   7    .data   utf8    ۬Xٮi blocks=Arabic,Basic Latin
4953 0x0004dbc0 0x1004dbc0 5   6    .data   ascii   d=J\n[
4954 0x0004dc33 0x1004dc33 4   7    .data   utf8    \v5s硊 blocks=Basic Latin,CJK Unified Ideographs
4955 0x0004dc68 0x1004dc68 8   10   .data   utf8    >Im'}\t\b˲ blocks=Basic Latin,Spacing Modifier Letters
4956 0x0004dc82 0x1004dc82 5   7    .data   utf8    zܸ,EN blocks=Basic Latin,Syriac
4957 0x0004dc8f 0x1004dc8f 5   6    .data   ascii   m]X=b
4958 0x0004dcc1 0x1004dcc1 5   6    .data   ascii   }ksK 
4959 0x0004dce8 0x1004dce8 4   5    .data   ascii   yNs_
4960 0x0004dd1d 0x1004dd1d 4   5    .data   ascii   }>Y:
4961 0x0004ddd1 0x1004ddd1 4   5    .data   ascii   !'E$
4962 0x0004ddf6 0x1004ddf6 6   8    .data   utf8    fݐnmPo blocks=Basic Latin,Arabic Supplement
4963 0x0004de30 0x1004de30 5   6    .data   ascii   lQAFd
4964 0x0004de5f 0x1004de5f 6   8    .data   utf8    dN[eݾ' blocks=Basic Latin,Arabic Supplement
4965 0x0004de6a 0x1004de6a 5   6    .data   ascii   hIQ~N
4966 0x0004de8f 0x1004de8f 4   6    .data   utf8    3¾4f blocks=Basic Latin,Latin-1 Supplement
4967 0x0004decb 0x1004decb 4   7    .data   utf8    ~2A끸 blocks=Basic Latin,Hangul Syllables
4968 0x0004def3 0x1004def3 4   5    .data   ascii   \r0\vv
4969 0x0004df0d 0x1004df0d 4   6    .data   utf8    q~&ѡ blocks=Basic Latin,Cyrillic
4970 0x0004df1b 0x1004df1b 4   5    .data   ascii   +Z>l
4971 0x0004df77 0x1004df77 4   7    .data   utf8    :`Љ׃ blocks=Basic Latin,Cyrillic,Hebrew
4972 0x0004df9c 0x1004df9c 5   6    .data   ascii   W!f\a'
4973 0x0004dfc2 0x1004dfc2 4   5    .data   ascii   |AB>
4974 0x0004dfc8 0x1004dfc8 4   5    .data   ascii   ^\b!'
4975 0x0004e07f 0x1004e07f 4   5    .data   ascii   OW@ 
4976 0x0004e094 0x1004e094 5   6    .data   ascii   noO[y
4977 0x0004e0bc 0x1004e0bc 5   6    .data   ascii   V\f\b.I
4978 0x0004e0ca 0x1004e0ca 4   5    .data   ascii   f@L\n
4979 0x0004e0eb 0x1004e0eb 4   5    .data   ascii   IZQe
4980 0x0004e0f8 0x1004e0f8 5   6    .data   ascii   HW #$
4981 0x0004e147 0x1004e147 5   6    .data   ascii   ;fx<@
4982 0x0004e14d 0x1004e14d 4   5    .data   ascii   Pu\bm
4983 0x0004e15f 0x1004e15f 4   5    .data   ascii   WgnW
4984 0x0004e1f4 0x1004e1f4 4   5    .data   ascii   V'Su
4985 0x0004e241 0x1004e241 4   5    .data   ascii   -el2
4986 0x0004e28b 0x1004e28b 5   6    .data   ascii   qh\v2U
4987 0x0004e2e4 0x1004e2e4 4   5    .data   ascii   U[Bp
4988 0x0004e333 0x1004e333 7   10   .data   utf8    n2@ذٞl4 blocks=Basic Latin,Arabic
4989 0x0004e360 0x1004e360 4   5    .data   ascii   ux\rc
4990 0x0004e376 0x1004e376 4   5    .data   ascii   )wl\
4991 0x0004e39d 0x1004e39d 5   7    .data   utf8    ڨ!Qkt blocks=Arabic,Basic Latin
4992 0x0004e3b2 0x1004e3b2 4   5    .data   ascii   @w\r5
4993 0x0004e3c6 0x1004e3c6 5   6    .data   ascii   @T?oN
4994 0x0004e3d1 0x1004e3d1 5   6    .data   ascii   zwj5N
4995 0x0004e3f3 0x1004e3f3 4   5    .data   ascii   Dh:[
4996 0x0004e3fa 0x1004e3fa 4   5    .data   ascii   "%Qk
4997 0x0004e438 0x1004e438 6   8    .data   utf8    ]"PǜPd blocks=Basic Latin,Latin Extended-B
4998 0x0004e462 0x1004e462 7   9    .data   utf8    2\bsͨ;,\b blocks=Basic Latin,Combining Diacritical Marks
4999 0x0004e4a2 0x1004e4a2 4   6    .data   utf8    S]lٻ blocks=Basic Latin,Arabic
5000 0x0004e515 0x1004e515 10  13   .data   utf8    `(F߰9MLӉ3E blocks=Basic Latin,NKo,Cyrillic
5001 0x0004e532 0x1004e532 9   10   .data   ascii   +)53qEc~?
5002 0x0004e5ce 0x1004e5ce 4   5    .data   ascii   M_!n
5003 0x0004e631 0x1004e631 4   6    .data   utf8    ӆuEc blocks=Cyrillic,Basic Latin
5004 0x0004e641 0x1004e641 4   5    .data   ascii   (~\a0
5005 0x0004e6a7 0x1004e6a7 6   7    .data   ascii   :0;UJJ
5006 0x0004e706 0x1004e706 4   5    .data   ascii   A\aD:
5007 0x0004e782 0x1004e782 4   5    .data   ascii   9]Fd
5008 0x0004e8ca 0x1004e8ca 5   6    .data   ascii   !=;"9
5009 0x0004e8e9 0x1004e8e9 4   5    .data   ascii   -#6H
5010 0x0004e8f2 0x1004e8f2 5   6    .data   ascii   |dI#j
5011 0x0004e912 0x1004e912 4   5    .data   ascii   8.FK
5012 0x0004e938 0x1004e938 4   5    .data   ascii   }dt2
5013 0x0004e94d 0x1004e94d 4   5    .data   ascii   gx}'
5014 0x0004e997 0x1004e997 4   5    .data   ascii   ce}`
5015 0x0004e9b7 0x1004e9b7 5   6    .data   ascii   dl#rh
5016 0x0004e9c5 0x1004e9c5 4   5    .data   ascii   F#*\n
5017 0x0004e9ef 0x1004e9ef 6   8    .data   utf8    J\a5۹ny blocks=Basic Latin,Arabic
5018 0x0004ea23 0x1004ea23 4   5    .data   ascii   ^?i#
5019 0x0004ea7b 0x1004ea7b 5   8    .data   utf8    2.\aW blocks=Basic Latin,Private Use Area
5020 0x0004ea88 0x1004ea88 5   6    .data   ascii   !CVBy
5021 0x0004eaeb 0x1004eaeb 7   8    .data   ascii   ~m=fW1O
5022 0x0004eb02 0x1004eb02 5   7    .data   utf8    |> òv blocks=Basic Latin,Latin-1 Supplement
5023 0x0004eb1a 0x1004eb1a 4   5    .data   ascii   d*KY
5024 0x0004eb34 0x1004eb34 4   6    .data   utf8    Α{e\b blocks=Greek and Coptic,Basic Latin
5025 0x0004eb5d 0x1004eb5d 4   5    .data   ascii   Ap?\n
5026 0x0004eb89 0x1004eb89 4   5    .data   ascii   {X?8
5027 0x0004eb8e 0x1004eb8e 4   5    .data   ascii   +&Bh
5028 0x0004eb93 0x1004eb93 5   6    .data   ascii   W.\ndk
5029 0x0004ebcb 0x1004ebcb 7   8    .data   ascii   .<I#y`D
5030 0x0004ebeb 0x1004ebeb 5   6    .data   ascii   bv:yx
5031 0x0004ec39 0x1004ec39 5   6    .data   ascii   w1?\B
5032 0x0004ec68 0x1004ec68 4   5    .data   ascii   X}\a\f
5033 0x0004ec81 0x1004ec81 5   6    .data   ascii   s\tX&;
5034 0x0004ec87 0x1004ec87 4   5    .data   ascii   [,Y3
5035 0x0004ec8d 0x1004ec8d 5   6    .data   ascii   :tmj\e
5036 0x0004eca8 0x1004eca8 4   5    .data   ascii   %]w&
5037 0x0004ecea 0x1004ecea 8   10   .data   utf8    Iމ|\n$^</ blocks=Basic Latin,Thaana
5038 0x0004ecfb 0x1004ecfb 5   7    .data   utf8    nptҭt blocks=Basic Latin,Cyrillic
5039 0x0004ed4d 0x1004ed4d 4   6    .data   utf8    Mںb} blocks=Basic Latin,Arabic
5040 0x0004ed7c 0x1004ed7c 4   5    .data   ascii   S4^%
5041 0x0004ed96 0x1004ed96 6   8    .data   utf8    Bb*˨Un blocks=Basic Latin,Spacing Modifier Letters
5042 0x0004ee03 0x1004ee03 4   5    .data   ascii   \fm$I
5043 0x0004ee61 0x1004ee61 4   6    .data   utf8    ȴ\f+} blocks=Latin Extended-B,Basic Latin
5044 0x0004ee88 0x1004ee88 9   10   .data   ascii   \eqd*!Oaw\t
5045 0x0004ee97 0x1004ee97 4   5    .data   ascii   0\vY,
5046 0x0004eed8 0x1004eed8 5   6    .data   ascii   hDv\r8
5047 0x0004eef8 0x1004eef8 4   5    .data   ascii   -V*s
5048 0x0004ef0b 0x1004ef0b 6   7    .data   ascii   iPU_\v\
5049 0x0004ef3e 0x1004ef3e 4   5    .data   ascii   u#+.
5050 0x0004ef97 0x1004ef97 4   5    .data   ascii   Y{O<
5051 0x0004f023 0x1004f023 4   5    .data   ascii   *reZ
5052 0x0004f06e 0x1004f06e 6   8    .data   utf8    ڃ9sv_M blocks=Arabic,Basic Latin
5053 0x0004f08a 0x1004f08a 4   6    .data   utf8    tQ؋% blocks=Basic Latin,Arabic
5054 0x0004f0cf 0x1004f0cf 4   5    .data   ascii   C6Qy
5055 0x0004f0e0 0x1004f0e0 7   8    .data   ascii   %zQs&L}
5056 0x0004f0fb 0x1004f0fb 4   5    .data   ascii   #q \n
5057 0x0004f110 0x1004f110 4   5    .data   ascii   *Pj\v
5058 0x0004f13d 0x1004f13d 4   5    .data   ascii   %Hgw
5059 0x0004f1ab 0x1004f1ab 4   5    .data   ascii   {dIP
5060 0x0004f1bc 0x1004f1bc 5   8    .data   utf8    }ɎFԖ7 blocks=Basic Latin,Latin Extended-B,Cyrillic Supplement
5061 0x0004f1ff 0x1004f1ff 4   6    .data   utf8    ىQUz blocks=Arabic,Basic Latin
5062 0x0004f222 0x1004f222 4   5    .data   ascii   "Hkt
5063 0x0004f292 0x1004f292 4   5    .data   ascii   H\r4+
5064 0x0004f2aa 0x1004f2aa 4   6    .data   utf8    \bԵYx blocks=Basic Latin,Armenian
5065 0x0004f2ea 0x1004f2ea 4   6    .data   utf8    2ջSk blocks=Basic Latin,Armenian
5066 0x0004f310 0x1004f310 5   7    .data   utf8    D$\bª\v blocks=Basic Latin,Latin-1 Supplement
5067 0x0004f34d 0x1004f34d 4   5    .data   ascii   /v[k
5068 0x0004f353 0x1004f353 4   5    .data   ascii   t)WT
5069 0x0004f37f 0x1004f37f 6   8    .data   utf8    <aXU>ş blocks=Basic Latin,Latin Extended-A
5070 0x0004f392 0x1004f392 4   8    .data   utf8    û\aۜϔ blocks=Latin-1 Supplement,Basic Latin,Arabic,Greek and Coptic
5071 0x0004f3ab 0x1004f3ab 4   6    .data   utf8    NEĭD blocks=Basic Latin,Latin Extended-A
5072 0x0004f3cb 0x1004f3cb 6   7    .data   ascii   J+!&H>
5073 0x0004f404 0x1004f404 8   11   .data   utf8    =l3kʤҥu= blocks=Basic Latin,IPA Extensions,Cyrillic
5074 0x0004f4b4 0x1004f4b4 5   7    .data   utf8    V\nώx  blocks=Basic Latin,Greek and Coptic
5075 0x0004f4d3 0x1004f4d3 5   6    .data   ascii   cYtH?
5076 0x0004f55c 0x1004f55c 5   7    .data   utf8    eK7ǘz blocks=Basic Latin,Latin Extended-B
5077 0x0004f5dc 0x1004f5dc 4   5    .data   ascii   {Bf[
5078 0x0004f5e2 0x1004f5e2 4   5    .data   ascii   wA\vR
5079 0x0004f612 0x1004f612 4   6    .data   utf8    Ϫ &z blocks=Greek and Coptic,Basic Latin
5080 0x0004f61a 0x1004f61a 4   5    .data   ascii   R:g\b
5081 0x0004f648 0x1004f648 4   5    .data   ascii   \fZFo
5082 0x0004f650 0x1004f650 5   6    .data   ascii   %\vU>=
5083 0x0004f657 0x1004f657 4   5    .data   ascii   \b2eW
5084 0x0004f685 0x1004f685 4   5    .data   ascii   O"pL
5085 0x0004f69b 0x1004f69b 6   7    .data   ascii   EI-%):
5086 0x0004f6bf 0x1004f6bf 4   5    .data   ascii   \n :$
5087 0x0004f6e1 0x1004f6e1 4   5    .data   ascii   g-5\v
5088 0x0004f6eb 0x1004f6eb 4   6    .data   utf8    ص/av blocks=Arabic,Basic Latin
5089 0x0004f724 0x1004f724 4   6    .data   utf8    ݟ]'~ blocks=Arabic Supplement,Basic Latin
5090 0x0004f72f 0x1004f72f 5   6    .data   ascii   V_Z{K
5091 0x0004f758 0x1004f758 5   7    .data   utf8    #"ѳdd blocks=Basic Latin,Cyrillic
5092 0x0004f784 0x1004f784 4   7    .data   utf8    ӳYҪ; blocks=Cyrillic,Basic Latin
5093 0x0004f7a4 0x1004f7a4 5   6    .data   ascii   \b-e2S
5094 0x0004f7ce 0x1004f7ce 6   8    .data   utf8    b~ WܩR blocks=Basic Latin,Syriac
5095 0x0004f7ed 0x1004f7ed 5   6    .data   ascii   Ovph\e
5096 0x0004f7fa 0x1004f7fa 4   5    .data   ascii   ksy/
5097 0x0004f80f 0x1004f80f 4   5    .data   ascii   X\ri<
5098 0x0004f83f 0x1004f83f 4   5    .data   ascii   ~GN|
5099 0x0004f84d 0x1004f84d 4   5    .data   ascii   C+Yk
5100 0x0004f869 0x1004f869 4   5    .data   ascii   \bM@X
5101 0x0004f873 0x1004f873 5   7    .data   utf8    KE$%߱ blocks=Basic Latin,NKo
5102 0x0004f896 0x1004f896 4   6    .data   utf8    0LǊ` blocks=Basic Latin,Latin Extended-B
5103 0x0004f8a1 0x1004f8a1 4   6    .data   utf8    G؎S' blocks=Basic Latin,Arabic
5104 0x0004f8d2 0x1004f8d2 4   5    .data   ascii    u[-
5105 0x0004f8e6 0x1004f8e6 4   5    .data   ascii   ;xo*
5106 0x0004f8fa 0x1004f8fa 4   5    .data   ascii   qEwe
5107 0x0004f91b 0x1004f91b 4   5    .data   ascii   :<IF
5108 0x0004f93b 0x1004f93b 4   5    .data   ascii   6b}l
5109 0x0004f96c 0x1004f96c 4   7    .data   utf8    ʜ3Żn blocks=IPA Extensions,Basic Latin,Latin Extended-A
5110 0x0004f9b4 0x1004f9b4 4   6    .data   utf8    |kuѡ blocks=Basic Latin,Cyrillic
5111 0x0004f9d4 0x1004f9d4 4   5    .data   ascii   t\bZo
5112 0x0004f9e7 0x1004f9e7 4   5    .data   ascii   Z&UM
5113 0x0004fa89 0x1004fa89 5   6    .data   ascii   l}vrp
5114 0x0004fab7 0x1004fab7 4   5    .data   ascii   J'2_
5115 0x0004faef 0x1004faef 4   6    .data   utf8    Ą9oN blocks=Latin Extended-A,Basic Latin
5116 0x0004fb27 0x1004fb27 4   5    .data   ascii   \k\v+
5117 0x0004fb7b 0x1004fb7b 4   5    .data   ascii   s3M<
5118 0x0004fbad 0x1004fbad 4   5    .data   ascii   X{,"
5119 0x0004fbb9 0x1004fbb9 4   7    .data   utf8    9鷁2X blocks=Basic Latin,CJK Unified Ideographs
5120 0x0004fbf9 0x1004fbf9 4   5    .data   ascii   Qgt@
5121 0x0004fbfe 0x1004fbfe 4   7    .data   utf8    Цܱq8 blocks=Cyrillic,Syriac,Basic Latin
5122 0x0004fc56 0x1004fc56 4   5    .data   ascii   \v[>"
5123 0x0004fc5b 0x1004fc5b 5   7    .data   utf8    ZͦshW blocks=Basic Latin,Combining Diacritical Marks
5124 0x0004fc82 0x1004fc82 4   6    .data   utf8    R͌EW blocks=Basic Latin,Combining Diacritical Marks
5125 0x0004fca5 0x1004fca5 6   7    .data   ascii   ;UMo\(
5126 0x0004fce5 0x1004fce5 4   5    .data   ascii   -[{ 
5127 0x0004fcf8 0x1004fcf8 6   7    .data   ascii   KYDH-}
5128 0x0004fd0a 0x1004fd0a 4   5    .data   ascii   \f%si
5129 0x0004fd1a 0x1004fd1a 4   5    .data   ascii   t{9Q
5130 0x0004fd35 0x1004fd35 13  15   .data   utf8    DxH) En,Х\v|!] blocks=Basic Latin,Cyrillic
5131 0x0004fd5c 0x1004fd5c 4   5    .data   ascii   J\eBr
5132 0x0004fe17 0x1004fe17 5   6    .data   ascii   \b\D1G
5133 0x0004fe5f 0x1004fe5f 4   5    .data   ascii   Ae9Y
5134 0x0004feaa 0x1004feaa 5   6    .data   ascii   \vw]\e+
5135 0x0004fed3 0x1004fed3 4   5    .data   ascii   -uSw
5136 0x0004fefa 0x1004fefa 5   6    .data   ascii   c:\rQ-
5137 0x0004ff31 0x1004ff31 5   7    .data   utf8    ­HI=i blocks=Latin-1 Supplement,Basic Latin
5138 0x0004ff78 0x1004ff78 5   6    .data   ascii   r/>B\b
5139 0x0004ffa6 0x1004ffa6 5   6    .data   ascii   %}9&\r
5140 0x0004ffae 0x1004ffae 4   5    .data   ascii   %LE-
5141 0x0004fffa 0x1004fffa 6   7    .data   ascii   s6HF`,
5142 0x00050009 0x10050009 4   5    .data   ascii   3oGv
5143 0x000500ba 0x100500ba 5   7    .data   utf8    [kխ.\r blocks=Basic Latin,Armenian
5144 0x000500da 0x100500da 4   5    .data   ascii   M?6s
5145 0x0005011e 0x1005011e 4   5    .data   ascii   !2e!
5146 0x0005013b 0x1005013b 4   6    .data   utf8    J+1Ё blocks=Basic Latin,Cyrillic
