Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
7536 0x000c531c 0x0057fd1c 10  22           utf16le sr-sp-latn
7537 0x000c5334 0x0057fd34 5   12           utf16le sv-fi
7538 0x000c5340 0x0057fd40 5   12           utf16le sv-se
7539 0x000c534c 0x0057fd4c 5   12           utf16le sw-ke
7540 0x000c5358 0x0057fd58 6   14           utf16le syr-sy
7541 0x000c5368 0x0057fd68 5   12           utf16le ta-in
7542 0x000c5374 0x0057fd74 5   12           utf16le te-in
7543 0x000c5380 0x0057fd80 5   12           utf16le th-th
7544 0x000c538c 0x0057fd8c 5   12           utf16le tn-za
7545 0x000c5398 0x0057fd98 5   12           utf16le tr-tr
7546 0x000c53a4 0x0057fda4 5   12           utf16le tt-ru
7547 0x000c53b0 0x0057fdb0 5   12           utf16le uk-ua
7548 0x000c53bc 0x0057fdbc 5   12           utf16le ur-pk
7549 0x000c53c8 0x0057fdc8 10  22           utf16le uz-uz-cyrl
7550 0x000c53e0 0x0057fde0 10  22           utf16le uz-uz-latn
7551 0x000c53f8 0x0057fdf8 5   12           utf16le vi-vn
7552 0x000c5404 0x0057fe04 5   12           utf16le xh-za
7553 0x000c5410 0x0057fe10 6   14           utf16le zh-chs
7554 0x000c5420 0x0057fe20 6   14           utf16le zh-cht
7555 0x000c5430 0x0057fe30 5   12           utf16le zh-cn
7556 0x000c543c 0x0057fe3c 5   12           utf16le zh-hk
7557 0x000c5448 0x0057fe48 5   12           utf16le zh-mo
7558 0x000c5454 0x0057fe54 5   12           utf16le zh-sg
7559 0x000c5460 0x0057fe60 5   12           utf16le zh-tw
7560 0x000c546c 0x0057fe6c 5   12           utf16le zu-za
7561 0x000c5494 0x0057fe94 20  21           ascii   bad array new length
7562 0x000c54f6 0x0057fef6 5   12           utf16le @.bat
7563 0x000c5504 0x0057ff04 4   10           utf16le .cmd
7564 0x000c5510 0x0057ff10 15  16           ascii   CreateHardLinkW
7565 0x000c5520 0x0057ff20 28  29           ascii   boost::filesystem::file_size
7566 0x000c5594 0x0057ff94 41  42           ascii   boost::filesystem::path codecvt to string
7567 0x000c55e0 0x0057ffe0 7   8            ascii   codecvt
7568 0x000c55ec 0x0057ffec 7   8            ascii   partial
7569 0x000c55f4 0x0057fff4 5   6            ascii   error
7570 0x000c55fc 0x0057fffc 6   7            ascii   noconv
7571 0x000c5644 0x00580044 32  33           ascii   bad numeric conversion: overflow
7572 0x000c5674 0x00580074 41  42           ascii   bad numeric conversion: negative overflow
7573 0x000c56ac 0x005800ac 41  42           ascii   bad numeric conversion: positive overflow
7574 0x000c56d8 0x005800d8 17  18           ascii   file already open
7575 0x000c56ec 0x005800ec 26  27           ascii   failed closing mapped file
7576 0x000c5708 0x00580108 19  20           ascii   failed opening file
7577 0x000c571c 0x0058011c 24  25           ascii   failed setting file size
7578 0x000c5738 0x00580138 12  13           ascii   kernel32.dll
7579 0x000c5748 0x00580148 13  14           ascii   GetFileSizeEx
7580 0x000c5758 0x00580158 25  26           ascii   failed querying file size
7581 0x000c5774 0x00580174 21  22           ascii   failed create mapping
7582 0x000c578c 0x0058018c 19  20           ascii   failed mapping view
7583 0x000c57a0 0x005801a0 50  51           ascii   at most one of 'mode' and 'flags' may be specified
7584 0x000c57d4 0x005801d4 13  14           ascii   invalid flags
7585 0x000c57e4 0x005801e4 14  15           ascii   invalid offset
7586 0x000c57f4 0x005801f4 21  22           ascii   invalid new file size
7587 0x000c58d8 0x005802d8 54  55           ascii   Local\{C15730E2-145C-4c5e-B005-3BC753F42475}-once-flag
7588 0x000c5938 0x00580338 18  19           ascii   SetWaitableTimerEx
7589 0x000c594c 0x0058034c 12  13           ascii   KERNEL32.DLL
7590 0x000c595c 0x0058035c 30  31           ascii   boost unique_lock has no mutex
7591 0x000c597c 0x0058037c 40  41           ascii   boost unique_lock owns already the mutex
7592 0x000c5b5c 0x0058055c 18  19           ascii   Lock already taken
7593 0x000c5c14 0x00580614 7   8            ascii   pEvents
7594 0x000c5c28 0x00580628 22  23           ascii   SetThreadGroupAffinity
7595 0x000c5c40 0x00580640 22  23           ascii   GetThreadGroupAffinity
7596 0x000c5c58 0x00580658 27  28           ascii   GetCurrentProcessorNumberEx
7597 0x000c5c74 0x00580674 32  33           ascii   GetLogicalProcessorInformationEx
7598 0x000c5d74 0x00580774 5   6            ascii   count
7599 0x000c5d7c 0x0058077c 10  11           ascii   pScheduler
7600 0x000c5d88 0x00580788 7   8            ascii   version
7601 0x000c5ef4 0x005808f4 11  12           ascii   eventObject
7602 0x000c5f00 0x00580900 23  24           ascii   ppVirtualProcessorRoots
7603 0x000c5fc0 0x005809c0 13  14           ascii   SchedulerKind
7604 0x000c5fd0 0x005809d0 14  15           ascii   MaxConcurrency
7605 0x000c5fe0 0x005809e0 14  15           ascii   MinConcurrency
7606 0x000c5ff0 0x005809f0 28  29           ascii   TargetOversubscriptionFactor
7607 0x000c6010 0x00580a10 21  22           ascii   LocalContextCacheSize
7608 0x000c6028 0x00580a28 16  17           ascii   ContextStackSize
7609 0x000c603c 0x00580a3c 15  16           ascii   ContextPriority
7610 0x000c604c 0x00580a4c 18  19           ascii   SchedulingProtocol
7611 0x000c6060 0x00580a60 23  24           ascii   DynamicProgressFeedback
7612 0x000c6078 0x00580a78 19  20           ascii   WinRTInitialization
7613 0x000c608c 0x00580a8c 19  20           ascii   MaxPolicyElementKey
7614 0x000c60c4 0x00580ac4 10  11           ascii   Mbp?333333
7615 0x000c6104 0x00580b04 8   9            ascii   pContext
7616 0x000c6110 0x00580b10 18  19           ascii   pExecutionResource
7617 0x000c6124 0x00580b24 11  24           utf16le combase.dll
7618 0x000c613c 0x00580b3c 12  13           ascii   RoInitialize
7619 0x000c614c 0x00580b4c 14  15           ascii   RoUninitialize
7620 0x000c620a 0x00580c0a 4   5            ascii   Y/}J
7621 0x000c620f 0x00580c0f 5   6            ascii   rLp>B
7622 0x000c629f 0x00580c9f 5   6            ascii   1eaB@
7623 0x000c62cc 0x00580ccc 12  26           utf16le advapi32.dll
7624 0x000c62e8 0x00580ce8 19  20           ascii   RegisterTraceGuidsW
7625 0x000c62fc 0x00580cfc 20  21           ascii   UnregisterTraceGuids
7626 0x000c6314 0x00580d14 10  11           ascii   TraceEvent
7627 0x000c6320 0x00580d20 20  21           ascii   GetTraceLoggerHandle
7628 0x000c6338 0x00580d38 19  20           ascii   GetTraceEnableLevel
7629 0x000c634c 0x00580d4c 19  20           ascii   GetTraceEnableFlags
7630 0x000c6394 0x00580d94 12  52           utf32le  (08@HPX`hpx
7631 0x000c659c 0x00580f9c 12  13           ascii   pThreadProxy
7632 0x000c65ec 0x00580fec 4   5            ascii   proc
7633 0x000c67b0 0x005811b0 11  12           ascii   switchState
7634 0x000c6832 0x00581232 9   20           utf16le Ladvapi32
7635 0x000c6848 0x00581248 29  60           utf16le api-ms-win-core-fibers-l1-1-1
7636 0x000c6884 0x00581284 28  58           utf16le api-ms-win-core-synch-l1-2-0
7637 0x000c68c0 0x005812c0 8   18           utf16le kernel32
7638 0x000c6914 0x00581314 32  33           ascii   Access violation - no RTTI data!
7639 0x000c6938 0x00581338 17  18           ascii   Bad dynamic_cast!
7640 0x000c6ae0 0x005814e0 8   9            ascii   __based(
7641 0x000c6aec 0x005814ec 7   8            ascii   __cdecl
7642 0x000c6af4 0x005814f4 8   9            ascii   __pascal
7643 0x000c6b00 0x00581500 9   10           ascii   __stdcall
7644 0x000c6b0c 0x0058150c 10  11           ascii   __thiscall
7645 0x000c6b18 0x00581518 10  11           ascii   __fastcall
7646 0x000c6b24 0x00581524 12  13           ascii   __vectorcall
7647 0x000c6b34 0x00581534 9   10           ascii   __clrcall
7648 0x000c6b40 0x00581540 6   7            ascii   __eabi
7649 0x000c6b48 0x00581548 7   8            ascii   __ptr64
7650 0x000c6b50 0x00581550 10  11           ascii   __restrict
7651 0x000c6b5c 0x0058155c 11  12           ascii   __unaligned
7652 0x000c6b68 0x00581568 9   10           ascii   restrict(
7653 0x000c6b74 0x00581574 4   5            ascii    new
7654 0x000c6b7c 0x0058157c 7   8            ascii    delete
7655 0x000c6ba0 0x005815a0 8   9            ascii   operator
7656 0x000c6be0 0x005815e0 10  44           utf32le ~^|☦籼㴪㴫㴭㴯㴥 blocks=Basic Latin,Miscellaneous Symbols,CJK Unified Ideographs,CJK Unified Ideographs Extension A
7657 0x000c6c1c 0x0058161c 9   10           ascii   `vftable'
7658 0x000c6c28 0x00581628 9   10           ascii   `vbtable'
7659 0x000c6c34 0x00581634 7   8            ascii   `vcall'
7660 0x000c6c3c 0x0058163c 8   9            ascii   `typeof'
7661 0x000c6c48 0x00581648 20  21           ascii   `local static guard'
7662 0x000c6c60 0x00581660 8   9            ascii   `string'
7663 0x000c6c6c 0x0058166c 18  19           ascii   `vbase destructor'
7664 0x000c6c80 0x00581680 28  29           ascii   `vector deleting destructor'
7665 0x000c6ca0 0x005816a0 29  30           ascii   `default constructor closure'
7666 0x000c6cc0 0x005816c0 28  29           ascii   `scalar deleting destructor'
7667 0x000c6ce0 0x005816e0 29  30           ascii   `vector constructor iterator'
7668 0x000c6d00 0x00581700 28  29           ascii   `vector destructor iterator'
7669 0x000c6d20 0x00581720 35  36           ascii   `vector vbase constructor iterator'
7670 0x000c6d44 0x00581744 26  27           ascii   `virtual displacement map'
7671 0x000c6d60 0x00581760 32  33           ascii   `eh vector constructor iterator'
7672 0x000c6d84 0x00581784 31  32           ascii   `eh vector destructor iterator'
7673 0x000c6da4 0x005817a4 38  39           ascii   `eh vector vbase constructor iterator'
7674 0x000c6dcc 0x005817cc 26  27           ascii   `copy constructor closure'
7675 0x000c6de8 0x005817e8 15  16           ascii   `udt returning'
7676 0x000c6dfc 0x005817fc 5   6            ascii   `RTTI
7677 0x000c6e04 0x00581804 15  16           ascii   `local vftable'
7678 0x000c6e14 0x00581814 35  36           ascii   `local vftable constructor closure'
7679 0x000c6e38 0x00581838 6   7            ascii    new[]
7680 0x000c6e40 0x00581840 9   10           ascii    delete[]
7681 0x000c6e4c 0x0058184c 14  15           ascii   `omni callsig'
7682 0x000c6e5c 0x0058185c 26  27           ascii   `placement delete closure'
7683 0x000c6e78 0x00581878 28  29           ascii   `placement delete[] closure'
7684 0x000c6e98 0x00581898 37  38           ascii   `managed vector constructor iterator'
7685 0x000c6ec0 0x005818c0 36  37           ascii   `managed vector destructor iterator'
7686 0x000c6ee8 0x005818e8 37  38           ascii   `eh vector copy constructor iterator'
7687 0x000c6f10 0x00581910 43  44           ascii   `eh vector vbase copy constructor iterator'
7688 0x000c6f3c 0x0058193c 26  27           ascii   `dynamic initializer for '
7689 0x000c6f58 0x00581958 32  33           ascii   `dynamic atexit destructor for '
7690 0x000c6f7c 0x0058197c 34  35           ascii   `vector copy constructor iterator'
7691 0x000c6fa0 0x005819a0 40  41           ascii   `vector vbase copy constructor iterator'
7692 0x000c6fcc 0x005819cc 42  43           ascii   `managed vector copy constructor iterator'
7693 0x000c6ff8 0x005819f8 27  28           ascii   `local static thread guard'
7694 0x000c7014 0x00581a14 12  13           ascii   operator "" 
7695 0x000c7024 0x00581a24 17  18           ascii    Type Descriptor'
7696 0x000c7038 0x00581a38 27  28           ascii    Base Class Descriptor at (
7697 0x000c7054 0x00581a54 18  19           ascii    Base Class Array'
7698 0x000c7068 0x00581a68 28  29           ascii    Class Hierarchy Descriptor'
7699 0x000c7088 0x00581a88 25  26           ascii    Complete Object Locator'
7700 0x000c70c9 0x00581ac9 7   8            ascii   ( 8PX\a\b
7701 0x000c70d1 0x00581ad1 6   7            ascii   700WP\a
7702 0x000c70d9 0x00581ad9 4   5            ascii     \b\a
7703 0x000c70e0 0x00581ae0 7   8            ascii   \b`h````
7704 0x000c70e9 0x00581ae9 10  11           ascii   xpxxxx\b\a\b\a
7705 0x000c712d 0x00581b2d 5   6            ascii   ('8PW
7706 0x000c7136 0x00581b36 5   6            ascii   700PP
7707 0x000c7148 0x00581b48 17  18           ascii   `h`hhh\b\b\axwpwpp\b\b
7708 0x000c7164 0x00581b64 6   7            ascii   (null)
7709 0x000c716c 0x00581b6c 6   14           utf16le (null)
7710 0x000c7180 0x00581b80 36  74           utf16le Microsoft Visual C++ Runtime Library
7711 0x000c71d0 0x00581bd0 41  84           utf16le Assertion failed: %Ts, file %Ts, line %d\n
7712 0x000c7224 0x00581c24 17  36           utf16le Assertion failed!
7713 0x000c7248 0x00581c48 9   20           utf16le Program: 
7714 0x000c725c 0x00581c5c 6   14           utf16le File: 
7715 0x000c726c 0x00581c6c 6   14           utf16le Line: 
7716 0x000c727c 0x00581c7c 12  26           utf16le Expression: 
7717 0x000c7298 0x00581c98 111 224          utf16le For information on how your program can cause an assertion\nfailure, see the Visual C++ documentation on asserts
7718 0x000c7378 0x00581d78 60  122          utf16le (Press Retry to debug the application - JIT must be enabled)
7719 0x000c7408 0x00581e08 22  46           utf16le <program name unknown>
7720 0x000c7438 0x00581e38 11  24           utf16le mscoree.dll
7721 0x000c7450 0x00581e50 14  15           ascii   CorExitProcess
7722 0x000c748c 0x00581e8c 12  52           utf32le \t\a\f\b\f\t\f\n\a\v\b\f
7723 0x000c7510 0x00581f10 5   24           utf32le R\rS\rW
7724 0x000c7528 0x00581f28 7   32           utf32le Y\vl\rm p
7725 0x000c759c 0x00581f9c 4   20           utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
7726 0x000c75c8 0x00581fc8 7   8            ascii   COMSPEC
7727 0x000c75d0 0x00581fd0 7   8            ascii   cmd.exe
7728 0x000c75e0 0x00581fe0 63  64           ascii   Visual C++ CRT: Not enough memory to complete call to strerror.
7729 0x000c7628 0x00582028 4   10           utf16le .exe
7730 0x000c7634 0x00582034 4   10           utf16le .com
7731 0x000c7652 0x00582052 33  68           utf16le          (((((                  H
7732 0x000c7750 0x00582150 34  70           utf16le       (                          \b
7733 0x000c7958 0x00582358 33  68           utf16le          (((((                  H
7734 0x000c7bdf 0x005825df 7   8            ascii   \a\b\t\n\v\f\r
7735 0x000c7bf8 0x005825f8 95  96           ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
7736 0x000c7d5f 0x0058275f 7   8            ascii   \a\b\t\n\v\f\r
7737 0x000c7d78 0x00582778 95  96           ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
7738 0x000c7e72 0x00582872 4   6            utf8    tFМ, blocks=Basic Latin,Cyrillic
7739 0x000c7ebb 0x005828bb 4   6            utf8    \aIV$
7740 0x000c7f33 0x00582933 4   7            utf8    ̿aYܫ blocks=Combining Diacritical Marks,Basic Latin,Syriac
7741 0x000c7f78 0x00582978 4   5            ascii   d8L2
7742 0x000c7fa4 0x005829a4 7   8            ascii   [aOni*{
7743 0x000c7fce 0x005829ce 4   5            ascii   @2&@
7744 0x000c8002 0x00582a02 4   5            ascii   "RP(
7745 0x000c8010 0x00582a10 4   6            utf8    }]9֙ blocks=Basic Latin,Hebrew
7746 0x000c807b 0x00582a7b 5   6            ascii   eLK(w
7747 0x000c80a5 0x00582aa5 4   5            ascii   m\nXo
7748 0x000c80e7 0x00582ae7 6   7            ascii   \bFEMh\f
7749 0x000c80f6 0x00582af6 4   5            ascii   h0'D
7750 0x000c8105 0x00582b05 6   8            utf8    Qh٢%v} blocks=Basic Latin,Arabic
7751 0x000c813f 0x00582b3f 4   6            utf8    א:@O blocks=Hebrew,Basic Latin
7752 0x000c8148 0x00582b48 4   5            ascii   owM&
7753 0x000c8185 0x00582b85 7   9            utf8    ~ $s%rс blocks=Basic Latin,Cyrillic
7754 0x000c8193 0x00582b93 7   8            ascii   \a@b;zO]
7755 0x000c81d3 0x00582bd3 4   5            ascii   $qE}
7756 0x000c8211 0x00582c11 4   5            ascii   ;*xh
7757 0x000c8266 0x00582c66 4   7            utf8    H孎cY blocks=Basic Latin,CJK Unified Ideographs
7758 0x000c8273 0x00582c73 4   7            utf8    &>r䴆 blocks=Basic Latin,CJK Unified Ideographs Extension A
7759 0x000c827b 0x00582c7b 4   5            ascii   ["93
7760 0x000c8280 0x00582c80 4   5            ascii   u\azK
7761 0x000c82ac 0x00582cac 5   6            ascii   iu+-,
7762 0x000c8312 0x00582d12 4   5            ascii   \lo}
7763 0x000c831d 0x00582d1d 5   6            ascii   obwQ4
7764 0x000c8337 0x00582d37 4   5            ascii   &Sgw
7765 0x000c83c0 0x00582dc0 4   5            ascii   R\tE]
7766 0x000c83cf 0x00582dcf 4   5            ascii   ?nz(
7767 0x000c8402 0x00582e02 4   6            utf8    EJjت blocks=Basic Latin,Arabic
7768 0x000c8435 0x00582e35 4   5            ascii   0+L\v
7769 0x000c8482 0x00582e82 4   5            ascii   =87M
7770 0x000c8541 0x00582f41 4   6            utf8    6zƞ) blocks=Basic Latin,Latin Extended-B
7771 0x000c8562 0x00582f62 6   9            utf8    ¨N2Lɭ3 blocks=Latin-1 Supplement,Basic Latin,IPA Extensions
7772 0x000c856f 0x00582f6f 6   7            ascii   v2!L.2
7773 0x000c85b8 0x00582fb8 4   5            ascii   \tcQr
7774 0x000c85f1 0x00582ff1 4   5            ascii   X/4B
7775 0x000c8645 0x00583045 4   6            utf8    ;҉s} blocks=Basic Latin,Cyrillic
7776 0x000c8671 0x00583071 4   6            utf8    B(Ȏy blocks=Basic Latin,Latin Extended-B
7777 0x000c868f 0x0058308f 4   5            ascii   k=yI
7778 0x000c86c1 0x005830c1 4   6            utf8    øBnc blocks=Latin-1 Supplement,Basic Latin
7779 0x000c86f2 0x005830f2 5   6            ascii   ^<V7w
7780 0x000c8745 0x00583145 6   8            utf8    W&|.ڋu blocks=Basic Latin,Arabic
7781 0x000c8820 0x00583220 49  100          utf16le minkernel\crts\ucrt\inc\corecrt_internal_strtox.h
7782 0x000c8888 0x00583288 45  92           utf16le __crt_strtox::floating_point_value::as_double
7783 0x000c88e4 0x005832e4 10  22           utf16le _is_double
7784 0x000c8900 0x00583300 44  90           utf16le __crt_strtox::floating_point_value::as_float
7785 0x000c895c 0x0058335c 11  24           utf16le !_is_double
7786 0x000c897c 0x0058337c 5   6            ascii   INITY
7787 0x000c8984 0x00583384 5   6            ascii   inity
7788 0x000c8994 0x00583394 5   6            ascii   SNAN)
7789 0x000c899c 0x0058339c 5   6            ascii   snan)
7790 0x000c89a4 0x005833a4 8   9            ascii   IND)ind)
7791 0x000c89bc 0x005833bc 5   12           utf16le am/pm
7792 0x000c8b3e 0x0058353e 7   16           utf16le JLC_ALL
7793 0x000c8b50 0x00583550 10  22           utf16le LC_COLLATE
7794 0x000c8b68 0x00583568 8   18           utf16le LC_CTYPE
7795 0x000c8b7c 0x0058357c 11  24           utf16le LC_MONETARY
7796 0x000c8b94 0x00583594 10  22           utf16le LC_NUMERIC
7797 0x000c8bac 0x005835ac 7   16           utf16le LC_TIME
7798 0x000c8bc6 0x005835c6 7   8            ascii   \a\b\t\n\v\f\r
7799 0x000c8bdf 0x005835df 95  96           ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
7800 0x000c8c60 0x00583660 4   5            ascii   sqrt
7801 0x000c8cb6 0x005836b6 35  72           utf16le Lapi-ms-win-appmodel-runtime-l1-1-1
7802 0x000c8d00 0x00583700 31  64           utf16le api-ms-win-core-datetime-l1-1-1
7803 0x000c8d40 0x00583740 27  56           utf16le api-ms-win-core-file-l2-1-1
7804 0x000c8d78 0x00583778 35  72           utf16le api-ms-win-core-localization-l1-2-1
7805 0x000c8dc0 0x005837c0 44  90           utf16le api-ms-win-core-localization-obsolete-l1-2-0
7806 0x000c8e20 0x00583820 37  76           utf16le api-ms-win-core-processthreads-l1-1-2
7807 0x000c8e6c 0x0058386c 29  60           utf16le api-ms-win-core-string-l1-1-0
7808 0x000c8ea8 0x005838a8 30  62           utf16le api-ms-win-core-sysinfo-l1-2-1
7809 0x000c8ee8 0x005838e8 28  58           utf16le api-ms-win-core-winrt-l1-1-0
